province,year,co2_actual,log_Population,log_pGDP,Industry,Urbanization,EnergyIntensity,model,split,log_co2_pred,co2_pred,abs_pct_err,CoalShare,OilShare,GasShare,NonFossilShare,log_Energy
Anhui,2012,355.647,8.695841342843883,1.0575236560604226,54.64101,46.3,0.48061093102512464,core_drivers,train,5.800018815020994,330.305774561267,0.07125387094150373,,,,,
Anhui,2013,378.064,8.69751274553952,1.1666797710814598,54.6,47.87,0.46805767440796203,core_drivers,train,5.858153026709075,350.07696373974966,0.07402724475287349,,,,,
Anhui,2014,387.196,8.69901462316851,1.2460346502228732,53.1,49.31,0.44901288822213675,core_drivers,train,5.890731864837418,361.6698810046505,0.06592557514888976,,,,,
Anhui,2015,391.322,8.701346403039162,1.297707205653054,49.74558,50.97,0.4394898504791728,core_drivers,train,5.901294861424536,365.5104469560819,0.06595988225532447,,,,,
Anhui,2016,397.538,8.704999678440762,1.3976509791685396,48.43396,52.62,0.4051444456669282,core_drivers,train,5.945790508503594,382.141327897637,0.03873006379858788,,,,,
Anhui,2017,403.674,8.708969906980947,1.4952886825486795,47.5175,54.29,0.37112766645962797,core_drivers,train,5.993693764697627,400.8926816570089,0.006890011105473935,,,,,
Anhui,2018,416.356,8.712101863715663,1.5970781044256557,46.13,55.65,0.33635873265477656,core_drivers,train,6.033563022130755,417.198873146048,0.0020244049468436166,,,,,
Anhui,2019,423.432,8.714731714015052,1.8070172830088795,41.3,57.02,0.2794080849642102,core_drivers,train,6.07533771033345,434.99638048653173,0.027311068805691865,,,,,
Anhui,2020,426.988,8.716863386544805,1.8462308503768592,40.5,58.33,0.29025584875944377,core_drivers,train,6.1014607099525495,446.5095148538508,0.04571911822779754,,,,,
Anhui,2021,443.233,8.718172930028725,1.9498331770067006,40.99983,59.39,0.26527851537167463,core_drivers,valid,6.1545421836869485,470.85122973508896,0.062310860732592024,,,,,
Anhui,2022,460.193,8.720460512725655,1.9949567563598858,41.3,60.15,0.2614509983705184,core_drivers,valid,6.18413237544296,484.99199005130066,0.05388823830718998,,,,,
Anhui,2023,477.603,8.71948076085107,2.039498136472218,41.423177410221285,62.931518871389386,0.2744567319101199,core_drivers,valid,6.240116040960058,512.9180269898956,0.07394222186605938,,,,,
Beijing,1990,47.313,6.990256500493881,-0.7740097454031805,54.64697234858665,72.28853615172075,2.980653861587179,core_drivers,train,3.6551660858495847,38.67394377659896,0.1825937104686036,,,,,
Beijing,1991,49.215,6.9975959829819265,-0.6025180411292544,52.75129182448092,73.42505763661455,2.746990948120418,core_drivers,train,3.701456664894656,40.50626546126964,0.17695285052789517,,,,,
Beijing,1992,52.412,7.004881989712859,-0.44088542940290876,50.8764493771429,74.49884014084927,2.5470367946595784,core_drivers,train,3.745622105411817,42.335336070008516,0.19225871804150735,,,,,
Beijing,1993,60.516,7.013915474810528,-0.22696153197429694,49.02794076163616,75.51200614863623,2.228803627183379,core_drivers,train,3.800780745328744,44.7360983619297,0.26075586023647135,,,,,
Beijing,1994,62.065,7.025538314638521,-0.03709745774512962,47.21080960402369,76.46678774680223,1.9849987260025885,core_drivers,train,3.8531170509266586,47.139771532709915,0.2404773780277142,,,,,
Beijing,1995,66.96,7.1316985104669115,0.18663544667674456,45.42961074914374,77.36548578868313,1.5488519051441452,core_drivers,train,3.961155074663913,52.51795308493304,0.21568170422740374,,,,,
