province,year,CO2,GDP,Population,Energy,Industry,S,Urbanization,A,B,C,CO2_source
Henan,1990,114.188,934.65,8649.0,4994.635477967527,36.637117962102266,0.36637117962102267,23.612508931950163,0.10806451612903226,14.585908492549038,0.022862128878815932,MEIC_1990_2022
Hubei,1990,69.342,824.38,5439.0,4405.368421683914,50.054324756258126,0.5005432475625813,26.248698476149354,0.15156830299687443,10.676113455294109,0.015740340730343416,MEIC_1990_2022
Hunan,1990,74.885,744.44,6128.0,3978.1805330531706,36.71559692232281,0.3671559692232281,24.846585308082773,0.12148172323759791,14.554731362709944,0.01882393204074309,MEIC_1990_2022
InnerMongolia,1990,65.432,319.3,2163.0,1706.2933805328532,30.555369871041453,0.30555369871041455,27.622871176499558,0.14761904761904762,17.48909119023321,0.038347449944139404,MEIC_1990_2022
Jiangsu,1990,122.6,1416.5,6767.0,7569.572732617558,53.18511041729051,0.531851104172905,28.83145565280826,0.20932466380966455,10.04765517704405,0.016196422748104688,MEIC_1990_2022
Jiangxi,1990,41.957,428.62,3810.0,2290.4837731412204,27.893015665455927,0.2789301566545593,25.060215030153994,0.112498687664042,19.158403538551685,0.018317964306055413,MEIC_1990_2022
Jilin,1990,71.931,425.28,2483.0,2272.6352924303533,29.56101253569337,0.2956101253569337,27.11491218873904,0.1712766814337495,18.077379771099036,0.03165092095488717,MEIC_1990_2022
Liaoning,1990,162.649,1062.7,3967.0,5678.916302825754,44.79903456195549,0.44799034561955486,29.46051475033154,0.26788505167632976,11.928508175481147,0.02864085176234557,MEIC_1990_2022
Ningxia,1990,13.403,64.84,470.0,346.49565547682494,39.09965978618749,0.39099659786187485,26.210190098167722,0.13795744680851066,13.667271095149726,0.03868158168262069,MEIC_1990_2022
Qinghai,1990,10.807,69.94,447.66,373.74932362814826,26.88133986129189,0.2688133986129189,25.084441130908694,0.15623464236250725,19.879427617201603,0.028915102494612488,MEIC_1990_2022
Shaanxi,1990,47.549,404.3,3316.0,2160.521183054909,32.69568004283974,0.3269568004283974,25.499040851056197,0.12192400482509047,16.344228024184414,0.022008115621790482,MEIC_1990_2022
Shandong,1990,144.173,1511.19,8493.0,8075.582504627129,41.04302965866962,0.41043029658669616,26.405931029058934,0.17793359237018722,13.020131663527641,0.01785295363119528,MEIC_1990_2022
Shanghai,1990,67.435,781.66,1337.0,4177.078871992828,60.30097943263814,0.6030097943263814,35.78719407471967,0.5846372475691847,8.861972973803972,0.016144057142935316,MEIC_1990_2022
Shanxi,1990,111.48,429.27,2899.0,2293.9572798663885,53.22151935564373,0.5322151935564373,25.98085628155499,0.14807519834425664,10.040781557832037,0.04859724327843331,MEIC_1990_2022
Sichuan,1990,103.847,890.95,7892.5,4761.108948906188,36.23335103930977,0.3623335103930977,23.99360699606494,0.11288565093443143,14.748446795500378,0.0218115151563288,MEIC_1990_2022
Tianjin,1990,37.02,310.95,884.0,1661.6721787556862,45.043625920138304,0.450436259201383,33.569190785237225,0.35175339366515834,11.863735192486644,0.022278762606305277,MEIC_1990_2022
Tibet,1990,0.513,27.7,222.0,148.0248250571877,20.903055445482657,0.20903055445482657,19.194277996161464,0.12477477477477478,25.564953957074927,0.003465634901455268,MEIC_1990_2022
Xinjiang,1990,39.246,261.44,1529.0,1397.0978434278395,35.035343003628256,0.35035343003628255,24.354766858764474,0.17098757357750163,15.252759191500067,0.028091089099177374,MEIC_1990_2022
Yunnan,1990,40.198,451.67,3730.6,2413.659665472201,50.69321480403703,0.5069321480403702,22.612052674064817,0.12107167747815366,10.541561668394955,0.016654377820965818,MEIC_1990_2022
Zhejiang,1990,52.44,904.69,4168.0,4834.533537219752,58.373059467577995,0.5837305946757799,29.06277778286537,0.21705614203454895,9.154662354519226,0.010846961676091142,MEIC_1990_2022
Anhui,1991,65.676,663.6,5761.0,3243.313207648304,42.067285821085285,0.4206728582108529,17.96,0.11518833535844472,11.618177868375216,0.020249663167012186,MEIC_1990_2022
Beijing,1991,49.215,598.89,1094.0,2927.0461828337743,59.44431969389835,0.5944431969389835,35.67829429445291,0.5474314442413163,8.221899276934861,0.016813878881935942,MEIC_1990_2022
Chongqing,1991,35.174,341.55,2938.99,1669.309261712294,32.87085976913683,0.3287085976913683,27.984305729881346,0.11621339303638326,14.868646957876086,0.02107099074255436,MEIC_1990_2022
Fujian,1991,27.425,619.87,3079.0,3029.5849277048737,40.36851720520641,0.4036851720520641,28.549397461817595,0.20132185774602143,12.10708846759705,0.009052395181004676,MEIC_1990_2022
Gansu,1991,39.045,271.39,2285.0,1326.4056230013157,44.270986841017674,0.44270986841017673,23.392484192149183,0.11877024070021881,11.039853501894802,0.02943669668080205,MEIC_1990_2022
Guangdong,1991,90.638,1893.29811,6439.0,9253.40380677904,53.23927799506508,0.5323927799506508,30.685909733845683,0.2940360475229073,9.18016223199817,0.00979509831113159,MEIC_1990_2022
Guangxi,1991,36.694,518.59,4324.0,2534.583779919129,30.081367641043506,0.30081367641043505,24.34458460275304,0.11993293246993525,16.247439775387598,0.014477327713811376,MEIC_1990_2022
Guizhou,1991,40.292,295.9,3315.0,1446.197073753968,38.803851293624156,0.3880385129362416,22.863035868505232,0.08926093514328808,12.595275799066192,0.02786065656695874,MEIC_1990_2022
Hainan,1991,2.354,120.52344,674.0,589.0525388535381,18.55707542526489,0.1855707542526489,26.632720579994594,0.17881816023738872,26.337404893215876,0.003996247948581202,MEIC_1990_2022
Hebei,1991,148.498,1072.07,6220.0,5239.690763296439,45.180348962313644,0.45180348962313643,25.536920799323017,0.17235852090032153,10.817650158409036,0.02834098551010206,MEIC_1990_2022
Heilongjiang,1991,119.567,822.3,3575.0,4018.951854504521,58.365779956690076,0.5836577995669008,28.235097668392637,0.230013986013986,8.373831540875795,0.02975079183045871,MEIC_1990_2022
Henan,1991,121.822,1045.73,8763.0,5110.95527521709,38.042859919707375,0.3804285991970737,24.086862965246468,0.11933470272737647,12.847225738040862,0.02383546586500418,MEIC_1990_2022
Hubei,1991,71.918,913.38,5512.0,4464.100990961133,49.793172996956685,0.49793172996956686,26.776011182597596,0.16570754716981131,9.81550641769745,0.01611029861233401,MEIC_1990_2022
Hunan,1991,79.427,833.3,6209.0,4072.713827506527,37.01798009582037,0.3701798009582037,25.34573082406739,0.13420840715090995,13.202914039178786,0.01950222956092849,MEIC_1990_2022
InnerMongolia,1991,69.235,359.66,2184.0,1757.8210190819607,31.760016803796436,0.31760016803796437,28.177789774584955,0.1646794871794872,15.388694915637624,0.039386831337446776,MEIC_1990_2022
Jiangsu,1991,129.644,1601.38,6844.0,7826.668029632069,53.26290565470831,0.5326290565470831,29.410653624278694,0.23398305084745763,9.17608987158108,0.01656439234539689,MEIC_1990_2022
Jiangxi,1991,45.225,479.37,3865.0,2342.8979089065215,29.031441500921737,0.2903144150092174,25.563652174808336,0.12402846054333765,16.835030706058127,0.019303017783266294,MEIC_1990_2022
Jilin,1991,76.317,463.47,2509.0,2265.187420658167,30.864563097476143,0.30864563097476144,27.659626348351267,0.18472299721004384,15.835157217861713,0.03369125190436804,MEIC_1990_2022
Liaoning,1991,167.688,1200.1,3990.0,5865.43125451888,45.5343860677424,0.45534386067742405,30.052349952388184,0.3007769423558897,10.733541205146189,0.02858920217857959,MEIC_1990_2022
Ningxia,1991,14.088,71.78,480.0,350.82131109854623,39.746347786960406,0.39746347786960406,26.736729205992287,0.14954166666666666,12.296606765703652,0.04015719557026186,MEIC_1990_2022
Qinghai,1991,11.199,75.1,454.43,367.04765204096987,28.441683204002494,0.28441683204002494,25.5883649561033,0.16526197654204167,17.184116903473857,0.030511024761302567,MEIC_1990_2022
Shaanxi,1991,50.384,468.37,3363.0,2289.135935904515,33.927592447280915,0.33927592447280913,26.01129361113961,0.13927148379423135,14.405537612743801,0.022010051570000615,MEIC_1990_2022
Shandong,1991,153.699,1810.54,8570.0,8848.927509004761,42.35461983076131,0.4235461983076131,26.9364023958534,0.21126487747957992,11.539360075997703,0.017369223540773082,MEIC_1990_2022
Shanghai,1991,70.221,893.77,1340.0,4368.258055454829,59.38293025599102,0.5938293025599102,36.506126565062985,0.6669925373134328,8.230398988433873,0.01607528655783329,MEIC_1990_2022
Shanxi,1991,116.769,468.51,2942.0,2289.820179197268,53.47660983043622,0.5347660983043622,26.502788279597407,0.15924881033310673,9.139420218650029,0.050994834031437,MEIC_1990_2022
Sichuan,1991,103.403,1016.31,7947.8,4967.166434697178,36.944957574133575,0.36944957574133575,24.475616946160056,0.12787312212184504,13.229009889331552,0.020817301243964446,MEIC_1990_2022
Tianjin,1991,38.075,342.65,909.0,1674.6854590124942,46.12930882034294,0.4612930882034294,34.243565587566,0.3769526952695269,10.595112339806224,0.02273561270571463,MEIC_1990_2022
Tibet,1991,0.585,30.53,226.0,149.2139123410228,20.746265669733383,0.20746265669733382,19.57987375008704,0.13508849557522123,23.55822570141746,0.003920545951928426,MEIC_1990_2022
Xinjiang,1991,40.367,335.91,1555.0,1641.744031918538,35.78819630634116,0.35788196306341163,24.844032185153146,0.21601929260450162,13.656603560726218,0.02458787680368615,MEIC_1990_2022
Yunnan,1991,42.052,517.41,3782.1,2528.816586451641,49.98577540731059,0.4998577540731059,23.066308442393506,0.1368049496311573,9.77768585415736,0.01662912218517441,MEIC_1990_2022
Zhejiang,1991,54.942,1089.33,4202.0,5324.048186388678,57.91871612523079,0.5791871612523078,29.646622807543896,0.25924083769633505,8.438467594005221,0.010319591047365663,MEIC_1990_2022
Anhui,1992,70.515,801.2,5834.0,3365.130843736932,43.629860367772125,0.4362986036777212,18.2,0.13733287624271512,9.626694537158668,0.02095460868371289,MEIC_1990_2022
Beijing,1992,52.412,709.1,1102.0,2978.3004010157997,57.78734540412142,0.5778734540412142,36.36645441924918,0.6434664246823957,7.268223441000494,0.01759795619747558,MEIC_1990_2022
Chongqing,1992,37.202,420.18,2950.78,1764.8036419388218,35.09824841511807,0.3509824841511807,28.524064810415815,0.1423962477717756,11.966732171127761,0.02107996556440109,MEIC_1990_2022
Fujian,1992,29.613,787.71,3116.0,3308.471314178755,42.08103452248711,0.4208103452248711,29.100055987083394,0.25279525032092426,9.981012663435905,0.008950659439932512,MEIC_1990_2022
Gansu,1992,41.493,317.79,2314.0,1334.7540324902143,45.78114858289215,0.4578114858289215,23.843676581227797,0.13733362143474503,9.174329422927157,0.031086626442017665,MEIC_1990_2022
Guangdong,1992,98.182,2447.54,6525.0,10279.945513329869,54.2785921549502,0.542785921549502,31.27777713921134,0.37510191570881224,7.738066183817231,0.009550828831990278,MEIC_1990_2022
Guangxi,1992,40.154,646.6,4380.0,2715.7933144786575,32.08182123976398,0.3208182123976398,24.814141029416312,0.1476255707762557,13.091879520195135,0.014785366686753275,MEIC_1990_2022
Guizhou,1992,42.249,339.91,3361.0,1427.6605405574396,40.04638539237892,0.40046385392378925,23.304016300098855,0.1011335911930973,10.488121071205546,0.02959316924421235,MEIC_1990_2022
Hainan,1992,2.896,184.91545,686.0,776.6658565632731,19.936099441548826,0.19936099441548827,27.14641039281849,0.2695560495626822,21.067879385878346,0.0037287592540950973,MEIC_1990_2022
Hebei,1992,159.065,1278.5,6275.0,5369.844962203779,47.18875151484166,0.47188751514841665,26.029474912452436,0.20374501992031874,8.900666471909659,0.029621898047261293,MEIC_1990_2022
Heilongjiang,1992,126.637,959.7,3608.0,4030.848815195124,59.64227391671127,0.5964227391671126,28.779694004045847,0.2659922394678492,7.042175136480563,0.031416956032341244,MEIC_1990_2022
Henan,1992,137.28,1279.75,8862.0,5375.095103934522,40.646561096779074,0.4064656109677907,24.55144847730363,0.1444087113518393,10.333256421358362,0.025540013217535865,MEIC_1990_2022
Hubei,1992,76.484,1088.39,5580.0,4571.361406658562,50.71679826047056,0.5071679826047056,27.292464773256707,0.1950519713261649,8.281503424217348,0.016731120818536636,MEIC_1990_2022
Hunan,1992,85.082,986.98,6267.0,4145.427908326857,38.52079379567944,0.38520793795679437,25.834597280041848,0.15748843146641137,10.903496451481137,0.020524298548069572,MEIC_1990_2022
InnerMongolia,1992,74.399,421.7,2207.0,1771.1878142834048,34.21774237346277,0.3421774237346277,28.72128076010486,0.19107385591300408,12.274665402389696,0.04200514445730911,MEIC_1990_2022
Jiangsu,1992,140.327,2136.02,6911.0,8971.52619176106,54.50069353043074,0.5450069353043073,29.97792399043995,0.3090753870641007,7.706531995320609,0.01564137438832518,MEIC_1990_2022
Jiangxi,1992,48.428,572.55,3913.0,2404.774918349451,31.452637903843957,0.31452637903843955,26.056721880598605,0.14631995911065676,13.353771462459626,0.020138267257560717,MEIC_1990_2022
Jilin,1992,81.045,558.06,2532.0,2343.91527540668,33.428597778648836,0.3342859777864884,28.19312303859688,0.22040284360189571,12.564431844870638,0.03457676173296764,MEIC_1990_2022
Liaoning,1992,179.578,1473.0,4016.0,6186.767015507365,47.41764553983428,0.4741764553983428,30.631997306686507,0.3667828685258964,8.85770125609858,0.02902614557003375,MEIC_1990_2022
Ningxia,1992,15.002,83.14,487.0,349.19742679516787,41.583502746721095,0.41583502746721096,27.252425128986577,0.17071868583162217,10.100431919303519,0.04296137041353363,MEIC_1990_2022
Qinghai,1992,11.448,87.52,461.02,367.5939234196908,31.326008734799572,0.3132600873479957,26.08191132006898,0.18983992017699883,13.407751431571405,0.03114306105362233,MEIC_1990_2022
Shaanxi,1992,54.065,531.63,3405.0,2232.9062786518534,36.39918493756288,0.3639918493756288,26.51299738962818,0.15613215859030838,11.539031414574014,0.024212838898300046,MEIC_1990_2022
Shandong,1992,166.544,2196.53,8610.0,9225.67505266286,44.822018521292534,0.44822018521292534,27.455949599576503,0.2551138211382114,9.37064755929951,0.018052229137631447,MEIC_1990_2022
Shanghai,1992,74.949,1114.32,1345.0,4680.27034672109,59.63105472583382,0.5963105472583382,37.21025385336634,0.8284907063197026,7.043500075430778,0.01601381852920267,MEIC_1990_2022
Shanxi,1992,127.036,551.12,2979.0,2314.766488517596,54.88384691285082,0.5488384691285082,27.013971968464855,0.1850016784155757,7.652731397023912,0.05488069774215341,MEIC_1990_2022
Sichuan,1992,109.041,1177.27,7992.2,4944.667484281301,38.848854353280124,0.38848854353280127,24.947700714322536,0.1473023698105653,10.811421480797529,0.022052241196527884,MEIC_1990_2022
Tianjin,1992,39.968,411.04,920.0,1726.4146056036302,48.34279726856231,0.4834279726856231,34.90405277828555,0.4467826086956522,8.688188565632794,0.02315086994182689,MEIC_1990_2022
Tibet,1992,0.676,33.29,228.0,139.82177457314336,21.851409773603027,0.21851409773603028,19.957528809831583,0.14600877192982456,19.221246720969468,0.004834726222462381,MEIC_1990_2022
Xinjiang,1992,42.272,402.31,1581.0,1689.7476157561223,37.73787764566986,0.3773787764566986,25.32322191737181,0.25446552814674256,11.129702162983735,0.025016753748212436,MEIC_1990_2022
Yunnan,1992,45.257,618.69,3831.6,2598.5681499146312,50.47815815629669,0.5047815815629669,23.511209579351014,0.1614704040087692,8.32065498822157,0.017416129725705592,MEIC_1990_2022
Zhejiang,1992,60.244,1375.7,4236.0,5778.095983186343,58.64225499179186,0.5864225499179185,30.218444528690448,0.3247639282341832,7.162264454499853,0.010426271937209724,MEIC_1990_2022
Anhui,1993,77.832,1037.1,5897.0,3513.4536628421874,46.584483390148975,0.46584483390148973,18.48,0.17586908597591994,7.272308808552065,0.022152561971470048,MEIC_1990_2022
Beijing,1993,60.516,886.21,1112.0,3002.2734264269357,57.60430090629208,0.5760430090629208,37.06863901039799,0.796951438848921,5.881101646405422,0.02015672505619226,MEIC_1990_2022
Chongqing,1993,41.298,553.05,2964.92,1873.6048097916034,38.74670032962575,0.38746700329625755,29.0748239951276,0.18653117116144785,8.743370300386555,0.022042001485144288,MEIC_1990_2022
Fujian,1993,33.794,1133.49,3150.0,3840.0005711069243,45.194348989907176,0.45194348989907174,29.661936743456547,0.35983809523809523,7.495997983634714,0.008800519524469363,MEIC_1990_2022
Gansu,1993,47.183,372.24,2345.0,1261.0625701054632,48.65014123395206,0.4865014123395206,24.30406411581274,0.15873773987206824,6.963530635417797,0.037415272737857934,MEIC_1990_2022
Guangdong,1993,112.575,3469.28339,6607.0,11753.12547877067,56.692718181422904,0.5669271818142291,31.881706598469144,0.5250920826396247,5.975666007332811,0.009578303252470244,MEIC_1990_2022
Guangxi,1993,45.282,871.7,4438.0,2953.1169201615417,35.51258112755495,0.35512581127554954,25.293266854347618,0.19641730509238398,9.539626187215205,0.015333629254856247,MEIC_1990_2022
Guizhou,1993,45.688,417.69,3409.0,1415.0366024805257,42.68810042871364,0.4268810042871364,23.753983761022088,0.12252566735112937,7.936093325721132,0.032287504026334034,MEIC_1990_2022
Hainan,1993,3.273,260.40829,701.0,882.2027387281561,22.78419511831433,0.2278419511831433,27.67056902712157,0.3714811554921541,14.868936433383734,0.0037100315565995424,MEIC_1990_2022
Hebei,1993,176.987,1690.84,6334.0,5728.172781101229,50.547548070397575,0.5054754807039757,26.532067108780048,0.26694663719608464,6.702140100410277,0.030897636430229088,MEIC_1990_2022
Heilongjiang,1993,131.923,1198.4,3640.0,4059.9005588179325,62.21855562144177,0.6221855562144177,29.335389025469823,0.32923076923076927,5.444947178800763,0.032494145629618644,MEIC_1990_2022
Henan,1993,149.554,1660.18,8946.0,5624.30382988848,44.63370617184275,0.4463370617184275,25.02550208210106,0.18557791191594009,7.590155018624593,0.026590668734012078,MEIC_1990_2022
Hubei,1993,87.371,1325.83317,5653.0,4491.614509164178,53.03489486926139,0.530348948692614,27.81944351023549,0.2345362055545728,6.3878084369764645,0.0194520255070283,MEIC_1990_2022
Hunan,1993,93.873,1244.71,6311.0,4216.788071233535,41.42858390838121,0.4142858390838121,26.333426666031652,0.19722864839169704,8.177367337711283,0.022261730590728827,MEIC_1990_2022
InnerMongolia,1993,80.469,537.81,2232.0,1821.975233259239,38.11455428520436,0.3811455428520436,29.275847904740477,0.2409543010752688,8.888382804243813,0.04416580342645662,MEIC_1990_2022
Jiangsu,1993,154.775,2998.16,6967.0,10157.06897482107,57.107643000420985,0.5710764300042098,30.556755131305174,0.43033730443519447,5.9322488392233295,0.01523815584827478,MEIC_1990_2022
Jiangxi,1993,55.215,723.04,3966.0,2449.49140524676,35.343237825898115,0.35343237825898116,26.55984017718794,0.18230963187090266,9.585334274376685,0.022541414059151468,MEIC_1990_2022
Jilin,1993,89.756,718.58,2555.0,2434.381962245819,37.434203827091565,0.37434203827091567,28.737492207662385,0.28124461839530335,9.04992531602478,0.03687013845485297,MEIC_1990_2022
Liaoning,1993,202.697,2010.8,4042.0,6812.122866881758,50.65081492080067,0.5065081492080067,31.223457674444596,0.49747649678377037,6.688475781283096,0.029755335298698796,MEIC_1990_2022
Ningxia,1993,16.394,104.49,495.0,353.98782492563896,44.81258245838925,0.4481258245838925,27.778630757294454,0.21109090909090908,7.559857752331036,0.04631232727691646,MEIC_1990_2022
Qinghai,1993,12.06,109.67892,466.7,371.5666794046623,35.70522455176018,0.35705224551760184,26.58551598896318,0.23500947075208917,9.488156233520364,0.03245716224964782,MEIC_1990_2022
Shaanxi,1993,60.072,678.2,3443.0,2297.583911039988,40.29817361514687,0.4029817361514687,27.024925718343976,0.19697937844902702,8.406751932119617,0.02614572626111782,MEIC_1990_2022
Shandong,1993,186.501,2770.36863,8642.0,9385.364777260238,48.63608024783279,0.48636080247832786,27.986084996388136,0.3205703112705392,6.965543834407246,0.019871470574257543,MEIC_1990_2022
Shanghai,1993,84.035,1519.23,1349.0,5146.798002313892,61.255963843101206,0.612559638431012,37.928731013315684,1.1261897702001482,5.530510462095711,0.016327627383514884,MEIC_1990_2022
Shanxi,1993,142.517,680.41,3012.0,2305.0708771906784,57.65180838048365,0.5765180838048365,27.535573404868327,0.2258997343957503,5.876255375446484,0.061827599927726996,MEIC_1990_2022
Sichuan,1993,117.811,1486.08,8037.4,5034.493510053532,42.14364738813272,0.4214364738813272,25.42940538710243,0.18489561300918209,8.038619576041354,0.023400765094788514,MEIC_1990_2022
Tianjin,1993,49.605,538.94,928.0,1825.8034105218094,51.88154198833145,0.5188154198833145,35.578000470491254,0.5807543103448276,6.529812644663127,0.027168861507287374,MEIC_1990_2022
Tibet,1993,0.818,37.42,232.0,126.77025943839037,24.42702412803321,0.2442702412803321,20.34288034963565,0.16129310344827588,13.868932503785306,0.006452617543135528,MEIC_1990_2022
Xinjiang,1993,49.625,495.25,1605.0,1677.7918489273873,41.08159003462054,0.4108159003462054,25.812177371308177,0.30856697819314644,8.24643711732023,0.02957756650905491,MEIC_1990_2022
Yunnan,1993,50.919,783.27,3885.2,2653.536641109247,52.38077765902484,0.5238077765902484,23.96517764826323,0.2016035210542572,6.467577688619117,0.019189107552219267,MEIC_1990_2022
Zhejiang,1993,66.245,1925.91,4266.0,6524.535284740524,60.75427349847124,0.6075427349847125,30.801919779588154,0.4514556962025317,5.5761797383447,0.010153213540730285,MEIC_1990_2022
Anhui,1994,79.559,1488.47,5955.0,4024.7331137314495,46.5362838973502,0.465362838973502,18.78,0.24995298068849706,5.810390228450106,0.01976752190811442,MEIC_1990_2022
Beijing,1994,62.065,1084.03,1125.0,2931.1517445956606,54.51011563211562,0.5451011563211562,37.75693849458023,0.9635822222222222,4.960436537144973,0.021174270528447715,MEIC_1990_2022
Chongqing,1994,42.117,755.96,2985.59,2044.07024975742,39.40796008400338,0.3940796008400338,29.614692382335512,0.2532028845219873,6.861404869705574,0.020604477759508622,MEIC_1990_2022
Fujian,1994,35.042,1685.34,3183.0,4557.057720945777,45.31213222809364,0.4531213222809364,30.2127067826436,0.5294816211121584,5.9673636160934995,0.007689610741363913,MEIC_1990_2022
Gansu,1994,49.632,453.60789,2378.0,1226.5283784912378,48.48320761654905,0.4848320761654905,24.755347875913934,0.19075184608915055,5.57706435935663,0.04046543143262018,MEIC_1990_2022
Guangdong,1994,117.505,4240.56,6689.0,11466.218501390715,56.090900687028864,0.5609090068702887,32.4736938629711,0.6339602332187173,4.820638747348067,0.010247929601703303,MEIC_1990_2022
Guangxi,1994,47.214,1241.83,4493.0,3357.8334280335685,35.96771661492154,0.3596771661492154,25.76291837093683,0.27639216559091917,7.517685154174291,0.01406085233586161,MEIC_1990_2022
Guizhou,1994,46.908,524.46,3458.0,1418.1082110002862,42.335489707522335,0.42335489707522334,24.195053495613603,0.1516657027183343,6.386933778103883,0.033077870670329634,MEIC_1990_2022
Hainan,1994,3.333,330.95,711.0,894.8688411519367,22.69921513052175,0.2269921513052175,28.184362867328506,0.4654711673699015,11.912040467952892,0.003724568167676431,MEIC_1990_2022
Hebei,1994,181.981,2187.49,6388.0,5914.841037411844,50.858291804248196,0.508582918042482,27.024720969099537,0.3424373825923606,5.316615238794897,0.030766845439962897,MEIC_1990_2022
Heilongjiang,1994,135.753,1618.63,3672.0,4376.677904075417,61.70490328144957,0.6170490328144956,29.88009564738957,0.4408033769063181,4.382049964363732,0.031017361335544318,MEIC_1990_2022
Henan,1994,158.679,2224.43,9027.0,6014.72456964376,45.591743241060485,0.45591743241060484,25.490181677423678,0.2464196299988922,5.9307661871113435,0.02638175666444494,MEIC_1990_2022
Hubei,1994,89.085,1878.65,5719.0,5079.756302855676,52.35660965114245,0.5235660965114245,28.336001687970615,0.32849274348662355,5.164466741204346,0.017537258618079626,MEIC_1990_2022
Hunan,1994,97.013,1694.42,6355.0,4581.609493351457,41.34570898141431,0.41345708981414314,26.822392122408303,0.26662785208497247,6.539831481595608,0.02117443665610942,MEIC_1990_2022
InnerMongolia,1994,83.784,681.92,2260.0,1843.870554942827,39.03654986839051,0.3903654986839051,29.819448952682336,0.30173451327433626,6.926687172333657,0.04543919841628899,MEIC_1990_2022
Jiangsu,1994,161.654,4057.39,7021.0,10970.937867960285,56.6926136439637,0.5669261364396371,31.124140375453493,0.5778934624697336,4.769474396147082,0.014734747561746486,MEIC_1990_2022
Jiangxi,1994,56.39,948.16,4015.0,2563.7674586089142,36.28892842451026,0.3628892842451026,27.053009734581007,0.2361544209215442,7.4511422895285655,0.0219949745483535,MEIC_1990_2022
Jilin,1994,92.865,936.78,2574.0,2532.9966249110475,38.46259008862847,0.3846259008862847,29.271096936384065,0.36393939393939395,7.030050982070655,0.03666210964780152,MEIC_1990_2022
Liaoning,1994,208.601,2461.78,4067.0,6656.504655600589,50.83676084806169,0.5083676084806169,31.80322241319527,0.6053061224489796,5.31886699142149,0.03133791844109794,MEIC_1990_2022
Ningxia,1994,17.018,136.26,504.0,368.43882246672575,45.035324021029766,0.45035324021029766,28.294431113929388,0.27035714285714285,6.004041829459916,0.04618948645548047,MEIC_1990_2022
Qinghai,1994,12.084,138.39686,474.0,374.2167630375187,37.148384298296506,0.37148384298296505,27.079162301059757,0.29197649789029534,7.278754495870308,0.03229144494200135,MEIC_1990_2022
Shaanxi,1994,62.664,839.03,3481.0,2268.686519993079,41.212732399924896,0.41212732399924895,27.5267310969224,0.2410313128411376,6.560932835068136,0.027621268715517015,MEIC_1990_2022
Shandong,1994,196.598,3872.18,8671.0,10470.141197557656,49.39009073575784,0.49390090735757836,28.50573741367519,0.44656671664167913,5.474660305286332,0.018777015160584457,MEIC_1990_2022
Shanghai,1994,86.905,1971.92,1356.0,5331.952757952341,59.8675250473845,0.598675250473845,38.63300089451713,1.4542182890855457,4.516538290359086,0.01629890660047307,MEIC_1990_2022
Shanxi,1994,148.401,853.77,3045.0,2308.5425910569243,57.38895093686079,0.5738895093686078,28.046860613603368,0.280384236453202,4.711603275742584,0.06428341438225635,MEIC_1990_2022
Sichuan,1994,120.779,2001.41,8098.7,5411.691939476954,42.42840747809644,0.4242840747809644,25.901584757003068,0.24712731672984556,6.3729464596363625,0.022318158784861177,MEIC_1990_2022
Tianjin,1994,49.861,725.14,935.0,1960.7348284421073,52.34500863552082,0.5234500863552082,36.23862141654772,0.7755508021390374,5.165611321383123,0.02542975178322141,MEIC_1990_2022
Tibet,1994,0.722,45.99,236.0,124.35418644682754,24.08074012128294,0.2408074012128294,20.720611888349758,0.1948728813559322,11.228640310210615,0.005805996731028586,MEIC_1990_2022
Xinjiang,1994,49.966,662.32,1632.0,1790.873336974621,41.41703605201878,0.4141703605201878,26.291464144294597,0.4058333333333334,6.528568796809494,0.02790035396049234,MEIC_1990_2022
Yunnan,1994,52.213,983.78,3939.2,2660.081790447053,51.30337105416367,0.5130337105416367,24.410168882201127,0.2497410641754671,5.270491269278865,0.01962834383044481,MEIC_1990_2022
Zhejiang,1994,67.245,2666.86,4294.0,7211.028607688334,59.864707788687284,0.5986470778868729,31.37385730041719,0.6210666045645087,4.516750840578568,0.009325299296178632,MEIC_1990_2022
Anhui,1995,104.678,1810.6,6013.0,4128.031183988016,46.990132773258765,0.46990132773258764,19.09,0.3011142524530184,4.851921672775898,0.025357851075842038,MEIC_1990_2022
Beijing,1995,66.96,1507.69,1251.0,3437.4192730514155,52.01833710141241,0.5201833710141242,38.45960801111119,1.205187849720224,4.382924489967995,0.019479730193215344,MEIC_1990_2022
Chongqing,1995,48.572,1016.25,3001.77,2316.9732081784064,40.57428966320839,0.4057428966320839,30.165831918754648,0.3385502553493439,5.6191358000760845,0.020963557035770426,MEIC_1990_2022
Fujian,1995,39.488,2094.9,3237.0,4776.213701168947,45.9378805182989,0.45937880518298896,30.77497557122928,0.6471733086190917,4.963059702294553,0.008267636766406739,MEIC_1990_2022
Gansu,1995,51.635,557.76355,2438.0,1271.6587472063732,48.7855609731842,0.48785560973184194,25.21605335196891,0.22877914273995079,4.673359064878052,0.04060444684034429,MEIC_1990_2022
Guangdong,1995,156.282,5933.05201,6868.0,13526.91025820324,55.98169576563461,0.5598169576563461,33.07804039307824,0.8638689589400117,4.072624819435152,0.011553414417399908,MEIC_1990_2022
Guangxi,1995,58.697,1497.56,4543.0,3414.3236385138043,36.94129481333728,0.3694129481333728,26.242375077913515,0.3296412062513757,6.171750198828356,0.01719139900444522,MEIC_1990_2022
