province,year,base_year,delta_CO2,delta_P,delta_A,delta_S,delta_B,delta_C,lmdi_residual,resid_ratio,lmdi_residual_abs_ratio
Tianjin,2015,2014,-0.30699999999998795,0.9430124820741271,5.858619848699705,-7.387133436769028,-0.7926308959324009,1.071132001927615,-6.439293542825908e-15,2.0974897533635703e-14,2.0974897533635703e-14
Tianjin,2016,2015,-7.313000000000017,0.36470136044972057,9.92419996152355,-12.574548515931523,-2.987579836659988,-2.0397729693818265,5.062616992290714e-14,6.922763561179683e-15,6.922763561179683e-15
Tianjin,2017,2016,-4.132999999999996,-2.9076268728387666,7.487766057267816,-4.21145699233455,0.8383527054000833,-5.340034897494579,1.7763568394002505e-15,4.2979841263011185e-16,4.2979841263011185e-16
Tianjin,2018,2017,6.356000000000009,-2.4512364444443304,4.218970704008329,-1.4877725778052777,-7.319500157833669,13.39553847607497,-1.2434497875801753e-14,1.9563401314980707e-15,1.9563401314980707e-15
Tianjin,2019,2018,0.5689999999999884,0.1882490109221098,-37.691345078039056,-18.142171934299707,60.50097346936902,-4.286705467952295,-8.526512829121202e-14,1.49850840582098e-13,1.49850840582098e-13
Tianjin,2020,2019,0.2980000000000018,0.18860312562716894,-0.3791753165912025,-4.149616569503342,-1.1437230407373202,5.781911801204668,3.019806626980426e-14,1.0133579285169152e-13,1.0133579285169152e-13
Tianjin,2021,2020,-1.9879999999999995,-1.3173754236667228,15.38346543503282,11.647697003224078,-33.32418817813172,5.6224011635415865,-3.9968028886505635e-14,2.0104642297035033e-14,2.0104642297035033e-14
Tianjin,2022,2021,-2.4939999999999998,-0.9328399595131585,5.847932293853851,-1.0307929313205275,6.630692227446972,-13.008991630467193,5.684341886080802e-14,2.2792068508744195e-14,2.2792068508744195e-14
Tibet,1991,1990,0.07199999999999995,0.009789763908013883,0.043538891037595444,-0.004127533091812887,-0.04481491263059852,0.06761379077680185,1.8041124150158794e-16,2.5057116875220565e-15,2.5057116875220565e-15
Tibet,1992,1991,0.09100000000000008,0.005545445336639023,0.048927734516763355,0.03266554840600857,-0.1280577640178969,0.1319190357584862,-1.8041124150158794e-16,1.9825411154020633e-15,1.9825411154020633e-15
Tibet,1993,1992,0.1419999999999999,0.012952415391106519,0.07414423661259989,0.08298294542884996,-0.24305873901658862,0.21497914158403222,-5.551115123125783e-17,3.909236002201258e-16,3.909236002201258e-16
Tibet,1994,1993,-0.09599999999999997,0.013145645950064356,0.14543682618910353,-0.010979581096513865,-0.1624005044509354,-0.08120238659171881,2.3592239273284576e-16,2.4575249243004772e-15,2.4575249243004772e-15
Tibet,1995,1994,0.09000000000000008,0.012876255006471571,0.13949723272247022,0.007546724444839665,-0.13822179230578546,0.06830158013200428,-2.0816681711721685e-16,2.3129646346357407e-15,2.3129646346357407e-15
Tibet,1996,1995,0.08999999999999997,0.014152583191067273,0.11150975138143294,-0.2768681052138707,0.15291319304128193,0.08829257760008836,1.249000902703301e-16,1.387778780781446e-15,1.387778780781446e-15
Xinjiang,1991,1990,1.1209999999999951,0.6711576634737029,9.305222609650508,0.8462610993254286,-4.399809647634866,-5.301831724814787,7.993605777301127e-15,7.130781246477397e-15,7.130781246477397e-15
Xinjiang,1992,1991,1.9050000000000011,0.6850390879795163,6.766838244378026,2.1914531356804727,-8.452710670144507,0.7143802021064893,4.218847493575595e-15,2.214618106863828e-15,2.214618106863828e-15
Xinjiang,1993,1992,7.3530000000000015,0.6907893452055504,8.838720444450631,3.892495266447977,-13.74757065780401,7.678565601699862,-8.881784197001252e-15,1.2079129874882702e-15,1.2079129874882702e-15
Xinjiang,1994,1993,0.3410000000000011,0.8307101803709056,13.644094800163021,0.40494562707802406,-11.631859511479036,-2.9068910961329135,-1.3322676295501878e-15,3.906943195161829e-15,3.906943195161829e-15
Xinjiang,1995,1994,7.844000000000001,0.9474820018368292,10.201339577622276,1.0613868472602652,-10.236678987929384,5.870470561210013,3.552713678800501e-15,4.529211727180648e-16,4.529211727180648e-16
Xinjiang,1996,1995,7.584000000000003,1.0284867495288705,5.911458090998377,-8.318785883500945,-0.5881413887419317,9.550982431715635,-3.552713678800501e-15,4.684485335971123e-16,4.684485335971123e-16
Xinjiang,1997,1996,0.3189999999999884,1.115992757397474,8.118793582121558,4.297303047355382,8.608828351746318,-21.821917738620762,1.7763568394002505e-14,5.568516737932022e-14,5.568516737932022e-14
Xinjiang,1998,1997,1.6710000000000065,1.1139106252140782,2.973786136761686,-1.3650735770009188,16.33296790547592,-17.384591090450733,-2.4868995751603507e-14,1.4882702424657935e-14,1.4882702424657935e-14
Xinjiang,1999,1998,1.2360000000000042,1.042907946634552,2.0451561373774636,1.4394022656843266,3.030002818072877,-6.321469167769232,1.5987211554602254e-14,1.2934637180098868e-14,1.2934637180098868e-14
Xinjiang,2000,1999,4.3489999999999895,2.930541376296338,8.033619296332486,6.1615568638899525,-3.835930967984862,-8.940786568533916,-1.0658141036401503e-14,2.4507107464708045e-15,2.4507107464708045e-15
Xinjiang,2001,2000,3.585000000000008,1.0836021416147672,5.581148356739768,-1.0713767583109823,-124.611317516451,122.60294377640747,-2.842170943040401e-14,7.927952421312119e-15,7.927952421312119e-15
Xinjiang,2002,2001,-1.3149999999999977,1.164235174824424,4.757776491925304,-0.5388988414608269,144.78586045242037,-151.4839732777093,5.684341886080802e-14,4.322693449491111e-14,4.322693449491111e-14
Xinjiang,2003,2002,7.298999999999992,1.191027360213115,11.167097577249045,0.6323464185558094,-7.382837112754933,1.691365756736967,-1.0658141036401503e-14,1.4602193501029611e-15,1.4602193501029611e-15
Xinjiang,2004,2003,14.935000000000002,1.3365191100880647,12.845995366032538,7.057726499421996,-4.491384350961677,-1.813856624580898,-1.9539925233402755e-14,1.308331117067476e-15,1.308331117067476e-15
Xinjiang,2005,2004,4.861000000000004,2.363330978815638,14.07164921013997,-2.6659706010369018,7.212710845435123,-16.120720433353846,2.1316282072803006e-14,4.3851639730102835e-15,4.3851639730102835e-15
Xinjiang,2006,2005,12.796999999999997,2.140106184558914,14.853024692445919,7.735797172467155,-28.397768659030326,16.46584060955834,-7.105427357601002e-15,5.552416470736112e-16,5.552416470736112e-16
Xinjiang,2007,2006,10.382999999999996,2.611031848949257,14.917733832698463,-3.044410655329686,-15.845905643811163,11.744550617493081,4.440892098500626e-14,4.277079936916718e-15,4.277079936916718e-15
Xinjiang,2008,2007,15.212000000000003,2.26560165603579,20.568944872417756,7.726863009067689,-26.00126777103135,10.651858233510218,-9.947598300641403e-14,6.539309953090587e-15,6.539309953090587e-15
Xinjiang,2009,2008,19.316000000000003,1.960380536059885,1.3712403512450866,-14.283124134305899,24.770296884921922,5.497206362079029,-2.1316282072803006e-14,1.1035557088839824e-15,1.1035557088839824e-15
Xinjiang,2010,2009,10.038000000000011,1.9752828104863887,37.63545501744716,9.24867700772469,-35.24508237325713,-3.576332462401108,1.0658141036401503e-14,1.0617793421400171e-15,1.0617793421400171e-15
Xinjiang,2011,2010,37.18099999999998,3.411582192492803,33.31194433291245,4.287525438755434,-22.635017578325215,18.804965614164402,1.1368683772161603e-13,3.0576594960225942e-15,3.0576594960225942e-15
Xinjiang,2012,2011,52.94700000000003,2.910481826221915,26.650977549350156,-11.797249264330311,-5.991582330103062,41.17437221886126,7.815970093361102e-14,1.4761875258959143e-15,1.4761875258959143e-15
Xinjiang,2013,2012,35.98599999999999,3.91809275695702,28.815575981150054,-8.439241021864127,19.426371906169898,-7.734799622412823,-3.552713678800501e-14,9.87248840882705e-16,9.87248840882705e-16
Xinjiang,2014,2013,26.752999999999986,5.368945817686927,23.625742627057672,-16.95644825175379,-7.356655653154569,22.071415460163703,4.263256414560601e-14,1.5935619984901145e-15,1.5935619984901145e-15
Xinjiang,2015,2014,21.09899999999999,8.494350784660991,-6.653744047458383,-33.14790186846479,63.57451468877908,-11.168219557516604,-3.019806626980426e-13,1.4312558069010036e-14,1.4312558069010036e-14
Xinjiang,2016,2015,18.67900000000003,6.31308629218064,5.787304518412355,-7.163271802468904,28.248296104217285,-14.506415112341404,6.039613253960852e-14,3.233370766080005e-15,3.233370766080005e-15
Xinjiang,2017,2016,25.189999999999998,7.9503022308813085,37.13854785844509,19.391457393465394,-26.990923166135843,-12.299384316656319,3.730349362740526e-13,1.480885018952174e-14,1.480885018952174e-14
Xinjiang,2018,2017,19.733000000000004,6.363334329261827,39.075537636181885,4.977098206164939,-17.077530498698046,-13.605439672910297,-3.019806626980426e-13,1.5303332625451907e-14,1.5303332625451907e-14
Xinjiang,2019,2018,43.71199999999999,6.590477117055947,39.96905252022934,-56.846609317989795,35.90511740224922,18.093962278455212,7.105427357601002e-14,1.6255095528918841e-15,1.6255095528918841e-15
Xinjiang,2020,2019,24.55000000000001,5.581472048105244,1.2026781935442368,-11.971224483615057,22.31953818486442,7.4175360571010565,1.1013412404281553e-13,4.4861150322939094e-15,4.4861150322939094e-15
Xinjiang,2021,2020,55.19199999999995,-0.19424655111379532,74.17065901391769,41.17202406319501,-33.023151686206305,-26.933284839792474,-1.7053025658242404e-13,3.0897640343242535e-15,3.0897640343242535e-15
Xinjiang,2022,2021,0.36400000000003274,-0.4105749657327993,55.840526085860986,49.76154815044609,-103.06147978295157,-1.7660194876229938,3.226308109560705e-13,8.863483817473667e-13,8.863483817473667e-13
Yunnan,1991,1990,1.8539999999999992,0.5637419077611244,5.0235316441051365,-0.5778563288120672,-3.093016196289209,-0.06240102676499205,6.439293542825908e-15,3.473189613174709e-15,3.473189613174709e-15
Yunnan,1992,1991,3.2049999999999983,0.5673870024361509,7.233166408622895,0.4277203886767724,-7.041006084973021,2.0177322852371984,2.220446049250313e-15,6.928068796412837e-16,6.928068796412837e-16
Yunnan,1993,1992,5.661999999999999,0.6672656304916529,10.66228516523086,1.7771483500975265,-12.101249054463949,4.656549908643906,2.6645352591003757e-15,4.705996572060008e-16,4.705996572060008e-16
Yunnan,1994,1993,1.294000000000004,0.711738172951004,11.040816861077955,-1.0716514299054305,-10.55387542773903,1.166971823615517,-1.2212453270876722e-14,9.437753686921703e-15,9.437753686921703e-15
Yunnan,1995,1994,2.2379999999999995,0.677927179791838,10.891529964437401,-0.5732360749536449,-8.52213768449824,-0.23608338477736143,5.773159728050814e-15,2.5796066702639926e-15,2.5796066702639926e-15
Yunnan,1996,1995,5.432000000000002,0.7383234893612408,10.643693002941424,-6.747721898150585,-1.5221895367125828,2.319894942560495,1.0658141036401503e-14,1.9621025472020433e-15,1.9621025472020433e-15
Yunnan,1997,1996,4.6669999999999945,0.8026253792791989,5.2550044525671336,0.6856443825053564,-37.71880755140905,35.64253333705737,-1.7763568394002505e-14,3.8062070696384245e-15,3.8062070696384245e-15
Yunnan,1998,1997,-0.10299999999999443,0.7798353314724776,4.839261906895401,0.8431294737922798,-14.379412781748721,7.814186069588564,5.329070518200751e-15,5.173854872039844e-14,5.173854872039844e-14
Yunnan,1999,1998,-0.632000000000005,0.7477691724306891,1.4257101536136259,-2.4574474315251615,-6.647434247691626,6.299402353172433,3.4638958368304884e-14,5.4808478430861726e-14,5.4808478430861726e-14
Yunnan,2000,1999,0.2469999999999999,0.7339215314878563,2.6006390808607573,-1.9456399311862498,5.252154030435613,-6.394074711597968,-8.881784197001252e-15,3.59586404736893e-14,3.59586404736893e-14
Yunnan,2001,2000,6.2620000000000005,0.7337908077366051,5.280970241587515,-0.9887895413289406,5.450167503496912,-4.214139011492094,3.552713678800501e-15,5.67344886426142e-16,5.67344886426142e-16
Yunnan,2002,2001,10.138999999999996,0.7981709243496635,5.107657099409627,0.17692073329040617,-15.33252451899696,19.388775761947254,5.329070518200751e-15,5.256011952067022e-16,5.256011952067022e-16
Yunnan,2003,2002,16.186000000000007,0.8700056265193422,7.959455225819248,1.5896769012823933,10.723831338737494,-4.956969092358454,-1.4210854715202004e-14,8.779719952552822e-16,8.779719952552822e-16
Yunnan,2004,2003,-21.845,0.7564975354178753,15.195603562719832,2.005457057814187,-16.895122536225742,-22.90743561972615,0.0,0.0,0.0
Yunnan,2005,2004,66.03200000000001,0.8240644832609729,11.304698539732705,-7.820715157990614,46.99423993639611,14.72971219860087,-2.842170943040401e-14,4.304232709959414e-16,4.304232709959414e-16
