province,year,CO2,GDP,Population,Energy,CoalTCE,OilTCE,GasTCE,NonFossilTCE,CoalShare,OilShare,GasShare,NonFossilShare,Industry,Urbanization,HighwayMileage,PrivateCars,A,B,C,CO2_source,pGDP,CarbonIntensity,log_CO2,log_GDP,log_Population,log_Energy,log_PrivateCars,log_pGDP,log_CarbonIntensity,province_id,stirpat_log_pred,residual
Anhui,2002,144.987,3519.71951,6144.0,4317.407140000001,3256.252211000001,484.652785,0.0,576.5021440000002,75.42147648831656,11.225552033529084,0.0320341215060532,13.352971478154362,43.5,30.7,2200.0,54.66,0.5728710139973958,1.2266338632194025,0.033581961417704,MEIC_1990_2023,0.5728710139973958,0.04119277106828322,4.976644083228895,8.16613658075806,8.723231274827508,8.370410301972514,4.001132180499922,-0.5570946940694473,-3.1894924975291654,0,8.26529533994686,0.10511496202565418
Anhui,2003,163.38,3923.1,6163.0,4593.074901600001,3355.6853560000004,582.3931100000001,0.0,654.9964356,73.05966978311295,12.679808678868335,0.0628950634646798,14.260521538018716,44.82451,32.0,2200.0,64.7311,0.6365568716534156,1.17077691152405,0.0355709417982899,MEIC_1990_2023,0.6365568716534156,0.041645637378603655,5.096078775913723,8.274637436580566,8.726318950962243,8.432304991965522,4.170241766079025,-0.4516815143816768,-3.1785586606668432,0,8.356960256601178,0.07534473536434305
Anhui,2004,164.799,4759.32,6228.0,4619.256121799999,3122.448408,686.502663,1.995,808.3100507999999,67.59634724006743,14.86175793024632,0.0431887721181955,17.498706057568057,45.08548,33.5,2400.0,68.2837,0.7641811175337186,0.9705706113058168,0.0356765235905088,MEIC_1990_2023,0.7641811175337186,0.034626585310506545,5.104726549495796,8.467860079877555,8.73681053295389,8.437988958514461,4.223671085093121,-0.26895045307633403,-3.363133530381759,0,8.423114057293475,0.014874901220986558
Anhui,2005,177.772,5350.17,6120.0,4733.627923,3166.2780110000003,683.7332620000001,11.305,872.3116499999999,66.88903442569963,14.44416995002588,0.2388231644711801,18.42797245980332,41.3,35.5,2400.0,80.4952,0.8742107843137255,0.8847621520437668,0.0375551274607436,MEIC_1990_2023,0.8742107843137255,0.03322735539244547,5.180501830363517,8.58488361508615,8.719317375506371,8.462447190238105,4.388197555317546,-0.1344337604202219,-3.404381784722633,0,8.445127215966876,0.017319974271229555
Anhui,2006,202.769,6112.5,6110.0,5344.281864200001,3515.16006,747.531391,25.935,1055.6554132,65.77422653447927,13.987499349679226,0.4852850328447688,19.752989082996724,43.1,37.1,2400.0,94.6136,1.0004091653027822,0.8743201413824133,0.0379412997204167,MEIC_1990_2023,1.0004091653027822,0.033172842535787325,5.312067400072201,8.718091133783128,8.71768205216564,8.583782457874964,4.549801228938422,0.00040908161748636716,-3.406023733710926,0,8.564428356623578,0.019354101251385813
Anhui,2007,232.707,7360.92,6118.0,5705.7690848790135,3743.0839625990793,798.657794912585,50.66463153757044,1113.3626958297775,65.6017428486321,13.997373238064014,0.8879544682563113,19.51292944504756,44.7,38.7,2400.0,113.4234,1.2031578947368422,0.7751434718593618,0.0407845106484771,MEIC_1990_2023,1.2031578947368422,0.03161384718214571,5.449780151505996,8.903940203911073,8.718990524710849,8.649233062128589,4.731127719212932,0.18494967920022423,-3.454160052405077,0,8.712621462814848,-0.06338840068625906
Anhui,2008,265.423,8851.66,6135.0,5940.832977167784,3767.866396363897,819.0881478850981,88.77037120000001,1265.108061718788,63.42320026240124,13.787429322337015,1.4942411534067426,21.295129261855,46.6,40.5,2900.0,134.8878,1.4428133659331703,0.6711546734926311,0.044677741491823,MEIC_1990_2023,1.4428133659331703,0.02998567500333271,5.581324779786007,9.088360291034274,8.721765357145012,8.689604634371552,4.904443321762997,0.36659493388926273,-3.5070355112482674,0,8.851273884187098,-0.16166924981554587
Anhui,2009,294.387,10062.82,6131.0,6322.435900866413,3908.925339221513,867.734454249633,122.06589836630926,1423.7102090289602,61.826254951605634,13.724685672664874,1.9306783062771995,22.518381069452328,48.7,42.1,2900.0,167.3613,1.641301582123634,0.62829663065288,0.0465622751445622,MEIC_1990_2023,1.6413015821236339,0.029254920588860776,5.684895228271049,9.216602722463406,8.721113147762688,8.751859840235142,5.120154948532814,0.495489574700718,-3.5317074941923563,0,8.962235112086852,-0.21037527185171
Anhui,2010,304.789,12359.33,5957.0,6914.118055930797,4304.218094745543,969.7792400292894,159.2245492559651,1480.8961719,62.25259765493109,14.026072916088433,2.302890230799362,21.41843919818112,52.1,43.01,2900.0,209.8147,2.074757428235689,0.5594249895367142,0.0440821226271307,MEIC_1990_2023,2.074757428235689,0.024660640989438747,5.719619733922414,9.422166522422682,8.692322277628687,8.841320695246237,5.346224760237857,0.7298442447939942,-3.702546788500268,0,9.103534828368224,-0.2622141331219865
Anhui,2011,336.103,15300.65,5972.0,7631.453207,4601.579889000001,1068.2873459999998,266.399,1695.186972,60.297557544861455,13.998478625540232,3.49080303284365,22.213160796754654,54.3,44.8,3100.0,258.6242,2.562064634963161,0.4987666018763909,0.0440418084057316,MEIC_1990_2023,2.5620646349631615,0.02196658311901782,5.8174176606061305,9.635650590138253,8.69483715865908,8.940033565776396,5.5553760427791445,0.9408134314791714,-3.818232929532122,0,9.250623891380823,-0.31059032560442645
Anhui,2012,355.647,17212.05,5978.0,8272.299375350996,4612.498342468067,1483.7437499442908,329.97300000000007,1846.0842829386404,55.75835850684933,17.936291744534874,3.988890936215654,22.31645881240016,54.64101,46.3,3300.0,303.1334,2.8792321846771496,0.4806109310251246,0.0429925204423479,MEIC_1990_2023,2.8792321846771496,0.020662675276913556,5.873938665884563,9.753364998904306,8.695841342843883,9.020667787504221,5.714172972648002,1.0575236560604226,-3.879426333019743,0,9.302077674730333,-0.28140988722611127
