province,year,base_year,delta_CO2,lmdi_residual,resid_ratio,lmdi_residual_abs_ratio,delta_P,delta_A,delta_B,delta_C
Anhui,2013,2012,22.41700000000003,-9.237055564881302e-14,4.120558310604135e-15,4.120558310604135e-15,0.6129724322499908,40.03205780038074,-9.706375063588409,-8.5216551690422
Anhui,2014,2013,9.132000000000005,1.1368683772161603e-13,1.2449281397461231e-14,1.2449281397461231e-14,0.5746361585489957,30.362116081710628,-15.893669930852367,-5.911082309407364
Anhui,2015,2014,4.125999999999976,-2.0250467969162855e-13,4.908014534455398e-14,4.908014534455398e-14,0.9076578024234272,20.113818931905627,-8.344454633192841,-8.551022101136033
Anhui,2016,2015,6.216000000000008,2.682298827494378e-13,4.3151525538841294e-14,4.3151525538841294e-14,1.4409315930279107,39.420006693673564,-32.0944850702651,-2.5504532164366354
Anhui,2017,2016,6.135999999999967,-1.3233858453531866e-13,2.156756592818112e-14,2.156756592818112e-14,1.5904662793014162,39.11348509103601,-35.1314745044287,0.5635231340913738
Anhui,2018,2017,12.682000000000016,2.2737367544323206e-13,1.7928849979753334e-14,1.7928849979753334e-14,1.2840468552009352,41.73186225884852,-40.32908681619046,9.995177702140793
Anhui,2019,2018,7.076000000000022,-2.282618538629322e-13,3.2258600037158207e-14,3.2258600037158207e-14,1.1042322283279367,88.15011524958466,-77.89053590697614,-4.287811570936198
Anhui,2020,2019,3.555999999999983,2.3092638912203256e-13,6.493992944939079e-14,6.493992944939079e-14,0.9064031936109322,16.67390380047647,16.195894216015127,-30.220201210102775
Anhui,2021,2020,16.245000000000005,-1.4210854715202004e-13,8.747833004125576e-15,8.747833004125576e-15,0.5697299260170693,45.073223310855326,-39.14778029764069,9.749827060768448
Anhui,2022,2021,16.95999999999998,-1.1368683772161603e-13,6.703233356227368e-15,6.703233356227368e-15,1.0332094408779697,20.38051269425162,-6.564152736368293,2.110430601238796
Anhui,2023,2022,17.410000000000025,9.237055564881302e-14,5.3056034261236584e-15,5.3056034261236584e-15,-0.4593509115049971,20.88296443725785,22.760855867224105,-25.774469392977025
Beijing,1991,1990,1.902000000000001,-1.7763568394002505e-14,9.339415559412459e-15,9.339415559412459e-15,0.35418693411883856,8.275804331235532,-3.9395979816219517,-2.7883932837323995
Beijing,1992,1991,3.1969999999999956,6.661338147750939e-15,2.0836215663906626e-15,2.0836215663906626e-15,0.37010534299010517,8.210408720512229,-3.838987004502043,-1.5445270590003015
Beijing,1993,1992,8.104,-1.0658141036401503e-14,1.3151704141660296e-15,1.3151704141660296e-15,0.5091899058113347,12.058235332738898,-7.523052481635772,3.059627243085549
Beijing,1994,1993,1.5489999999999995,5.5067062021407764e-14,3.555007231853311e-14,3.555007231853311e-14,0.7123317452770402,11.636244615136183,-7.099922940553472,-3.699653419859808
Beijing,1995,1994,4.894999999999996,-3.552713678800501e-14,7.257842040450467e-15,7.257842040450467e-15,6.845372564767126,14.426641490384098,-15.998147961404692,-0.3788660937465006
Beijing,1996,1995,5.680000000000007,1.5987211554602254e-14,2.8146499215849005e-15,2.8146499215849005e-15,0.4446961054251,4.383368554742339,0.6089570656428613,0.24297827418969034
Beijing,1997,1996,-3.344999999999999,-2.4868995751603507e-14,7.434677354739467e-15,7.434677354739467e-15,-1.0789586282233345,9.138643085485796,1.1370711873662644,-12.5417556446287
Beijing,1998,1997,0.5360000000000014,2.886579864025407e-14,5.385410194077238e-14,5.385410194077238e-14,0.3357817742573009,6.996795744651682,-5.2049404675653985,-1.591637051343612
Beijing,1999,1998,1.1310000000000002,-1.554312234475219e-14,1.3742813744254808e-14,1.3742813744254808e-14,0.6187373778144233,4.871656656763561,-1.6773084612871136,-2.682085573290855
Beijing,2000,1999,1.316999999999993,-3.6415315207705135e-14,2.765020137259326e-14,2.765020137259326e-14,5.829768173023419,3.5506828718960586,-6.45174612478161,-1.6117049201378393
Beijing,2001,2000,1.0600000000000023,8.215650382226158e-15,7.750613568137869e-15,7.750613568137869e-15,1.139009550306424,28.232611968113932,-26.733964142983368,-1.5776573754369931
Beijing,2002,2001,0.6880000000000024,4.440892098500626e-16,6.454785026890423e-16,6.454785026890423e-16,1.9994118585952205,9.38363648751783,-8.61913460176064,-2.0759137443524076
Beijing,2003,2002,7.25,-4.973799150320701e-14,6.860412621132002e-15,6.860412621132002e-15,1.7680219819691865,9.756527190779542,-7.52292207960669,3.248372906858012
Beijing,2004,2003,8.658000000000001,4.440892098500626e-14,5.129235503003726e-15,5.129235503003726e-15,2.1464132314960365,13.897465785445327,-9.904840605800787,2.51896158885938
Beijing,2005,2004,1.242999999999995,4.973799150320701e-14,4.0014474258412885e-14,4.0014474258412885e-14,2.6890649693949347,9.969661301482317,-5.679489930187047,-5.736236340690259
Beijing,2006,2005,4.751000000000005,-2.398081733190338e-14,5.047530484509231e-15,5.047530484509231e-15,3.754950610406974,10.509860613546303,-7.715148425481526,-1.7986627984717225
Beijing,2007,2006,5.653999999999996,-5.1514348342607263e-14,9.111133417511019e-15,9.111133417511019e-15,4.519969290695027,14.543698600096285,-12.504744668449328,-0.9049232223419352
Beijing,2008,2007,-1.171999999999997,4.929390229335695e-14,4.205964359501457e-14,4.205964359501457e-14,5.56834214045797,6.667105368654115,-12.919231247265111,-0.48821626184701955
Beijing,2009,2008,-0.5289999999999964,-2.5757174171303632e-14,4.8690310342729316e-14,4.8690310342729316e-14,4.9103846817007195,4.030971883119129,-5.845135300480425,-3.6252212643393937
Beijing,2010,2009,5.188999999999993,1.9539925233402755e-14,3.7656437142807445e-15,3.7656437142807445e-15,5.469833237568271,9.85316748382535,-10.92403233729813,0.79003161590448
Beijing,2011,2010,-6.875,-6.306066779870889e-14,9.172460770721294e-15,9.172460770721294e-15,3.160753395555018,11.171643993399147,-15.918639444111006,-5.288757944843096
Beijing,2012,2011,2.3089999999999975,9.547918011776346e-14,4.135087921947318e-14,4.135087921947318e-14,2.61579494722512,6.865545680998292,-6.411911492084297,-0.7604291361392134
Beijing,2013,2012,-3.4869999999999948,2.3092638912203256e-14,6.622494669401575e-15,6.622494669401575e-15,2.208661304011148,7.87123654977988,-15.788797670085966,2.22189981629492
Beijing,2014,2013,-2.6189999999999998,-4.1744385725905886e-14,1.5939055259986977e-14,1.5939055259986977e-14,2.0495737991029173,5.073622557680093,-4.923153417920446,-4.819042938862522
Beijing,2015,2014,5.903000000000006,9.769962616701378e-15,1.6550842989499183e-15,1.6550842989499183e-15,0.7591005668073404,6.634828998885467,-5.915939948443727,4.425010382750915
Beijing,2016,2015,-10.004000000000005,3.552713678800501e-15,3.5512931615358847e-16,3.5512931615358847e-16,0.3041238987306476,10.089334593730117,-11.615459813460035,-8.781998679000738
Beijing,2017,2016,-4.899000000000001,2.1316282072803006e-14,4.351149637232701e-15,4.351149637232701e-15,-0.040020838523461645,7.7202786385691535,-6.226093605474793,-6.353164194570922
Beijing,2018,2017,3.644999999999996,-3.68594044175552e-14,1.0112319456119407e-14,1.0112319456119407e-14,-0.07953379918532198,6.975043454881117,-3.6382168635437844,0.3877072078480222
Beijing,2019,2018,-0.4680000000000035,1.3100631690576847e-14,2.7992802757642624e-14,2.7992802757642624e-14,-0.0810678235042943,13.766061264347664,-12.793452362423835,-1.3595410784195507
Beijing,2020,2019,-10.195999999999998,3.552713678800501e-15,3.48441906512407e-16,3.48441906512407e-16,-0.03807906817909242,1.7441893757971285,-10.814692059487344,-1.0874182481306944
Beijing,2021,2020,1.9840000000000089,-2.90878432451791e-14,1.466121131309424e-14,1.466121131309424e-14,0.0,8.669617364785536,-4.715942004715259,-1.9696753600702384
Beijing,2022,2021,-4.356000000000009,7.016609515630989e-14,1.6107918998234563e-14,1.6107918998234563e-14,-0.17874641195584953,2.7398721838425044,-7.0624296174692525,0.14530384558251927
Beijing,2023,2022,12.582999999999998,-1.7763568394002505e-14,1.4117117057937303e-15,1.4117117057937303e-15,0.0751843792144453,4.06248218471745,-5.307125667445023,13.752459103513143
Chongqing,1991,1990,1.892000000000003,-8.881784197001252e-16,4.694389110465771e-16,4.694389110465771e-16,0.21127659242945768,4.24789930879611,-0.35690469079271453,-2.2102712104328486
Chongqing,1992,1991,2.0279999999999987,8.43769498715119e-15,4.160599106090333e-15,4.160599106090333e-15,0.1448428053189756,7.350954024114281,-3.2903783323981775,-2.1774184970350894
Chongqing,1993,1992,4.096000000000004,-8.881784197001252e-15,2.168404344971007e-15,2.168404344971007e-15,0.18746454928744083,10.587276064516981,-6.359219782537574,-0.31952083126683567
Chongqing,1994,1993,0.8189999999999955,8.43769498715119e-15,1.0302435881747541e-14,1.0302435881747541e-14,0.2897465224008948,12.745098790839101,-8.490605441273237,-3.7252398719667723
Chongqing,1995,1994,6.455000000000005,8.881784197001252e-16,1.3759541745935315e-16,1.3759541745935315e-16,0.2446604621055409,13.149463001181513,-8.626636150794516,1.687512687507467
Chongqing,1996,1995,3.1739999999999995,-1.4654943925052066e-14,4.6171846014656805e-15,4.6171846014656805e-15,0.3337739267286754,7.473657066445042,-2.7091550971221774,-1.9242758960515256
Chongqing,1997,1996,6.43,-6.217248937900877e-15,9.669127430639e-16,9.669127430639e-16,0.36543240340155436,6.680960050839124,1.0081848309076715,-1.6245772851483433
Chongqing,1998,1997,6.1640000000000015,-7.993605777301127e-15,1.296821183858067e-15,1.296821183858067e-15,0.36110003310834093,3.126321319152512,10.331295741746814,-7.654717094007657
Chongqing,1999,1998,5.6499999999999915,2.042810365310288e-14,3.6155935669208694e-15,3.6155935669208694e-15,0.32824209287867817,2.0002898036185193,3.348160105265804,-0.026692001763030607
Chongqing,2000,1999,3.6159999999999997,-9.769962616701378e-15,2.7018701926718413e-15,2.7018701926718413e-15,-5.484209537325695,10.614722523343763,0.10678540551787237,-1.621298391535931
Chongqing,2001,2000,-6.10799999999999,2.1316282072803006e-14,3.4898955587431306e-15,3.4898955587431306e-15,-0.487023014411598,7.905657442633627,-21.555495194906495,8.028860766684454
Chongqing,2002,2001,5.454999999999998,1.865174681370263e-14,3.4192019823469543e-15,3.4192019823469543e-15,-0.35766468466536694,8.752674772090504,-1.3510123553517583,-1.5889977320733981
Chongqing,2003,2002,-3.423000000000002,-7.105427357601002e-15,2.075789470523225e-15,2.075789470523225e-15,-0.2999827434290018,9.76485196579479,-16.485009947588424,3.5971407252226406
Chongqing,2004,2003,2.042999999999992,-8.881784197001252e-15,4.34742251444018e-15,4.34742251444018e-15,-0.25213239739521875,12.21428436791266,-12.027775088597254,2.108623118079814
Chongqing,2005,2004,16.373000000000005,-1.4210854715202004e-14,8.679444643743969e-16,8.679444643743969e-16,0.14215461102886442,19.958947318497035,2.335378827414374,-6.063480756940256
