province,year,base_year,delta_CO2,lmdi_residual,resid_ratio,lmdi_residual_abs_ratio,delta_P,delta_A,delta_B,delta_C
Chongqing,2006,2005,10.397000000000006,5.684341886080802e-14,5.4672904550166375e-15,5.4672904550166375e-15,0.33195792664261264,10.771552148370981,-4.592713469507792,3.8862033944941468
Chongqing,2007,2006,7.840000000000003,-6.750155989720952e-14,8.609892844031822e-15,8.609892844031822e-15,0.29079078649722134,18.07095418082644,-12.432832243594413,1.911087276270821
Chongqing,2008,2007,25.891000000000005,1.0658141036401503e-13,4.1165428281648065e-15,4.1165428281648065e-15,0.9652170345413853,24.462425556486764,8.364130549686955,-7.900773140715209
Chongqing,2009,2008,4.0,-7.105427357601002e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.9411344697716276,15.098859933972653,-6.9607142807145905,-5.079280123029683
Chongqing,2010,2009,7.189999999999998,-2.842170943040401e-14,3.952949851238389e-15,3.952949851238389e-15,1.2641423048042426,25.781956063634784,-11.32202389776002,-8.534074470678979
Chongqing,2011,2010,17.058999999999997,-2.1316282072803006e-14,1.2495622294860782e-15,1.2495622294860782e-15,3.0697162976551287,32.355827455913364,-22.065045643813733,3.6985018902452595
Chongqing,2012,2011,6.566999999999979,-1.9539925233402755e-14,2.975472092797749e-15,2.975472092797749e-15,1.7135214889959542,19.672482911375536,-14.367719814277429,-0.4512845860940634
Chongqing,2013,2012,-7.995999999999981,-2.1316282072803006e-14,2.6658681931969807e-15,2.6658681931969807e-15,1.9589057735783917,16.55516523711939,-49.94971564341498,23.439644632717243
Chongqing,2014,2013,-0.12300000000001887,3.552713678800501e-15,2.888385104715411e-14,2.888385104715411e-14,1.6791169745222572,15.713711825028087,5.475360691630542,-22.991189491180908
Chongqing,2015,2014,2.731000000000023,6.039613253960852e-14,2.211502473072428e-14,2.211502473072428e-14,1.4145620218189296,14.13741882010441,-7.5500132739647405,-5.270967567958635
Chongqing,2016,2015,-5.425000000000011,-1.4654943925052066e-13,2.7013721520833244e-14,2.7013721520833244e-14,2.0553562554251603,17.171407869813788,-22.254557997705984,-2.3972061275328285
Chongqing,2017,2016,-0.17599999999998772,6.750155989720952e-14,3.8353159032508083e-13,3.8353159032508083e-13,1.6960913620652767,12.450824406201761,-10.351467961236164,-3.9714478070309287
Chongqing,2018,2017,-5.515000000000015,2.220446049250313e-14,4.02619410562159e-15,4.02619410562159e-15,0.9226005436995822,6.302214084910485,-19.339189266374827,6.599374637764723
Chongqing,2019,2018,0.23400000000000887,-1.1901590823981678e-13,5.086149924778302e-13,5.086149924778302e-13,1.1848822787303792,21.05378486060008,-26.13385258351702,4.129185444186687
Chongqing,2020,2019,-0.2470000000000141,0.0,0.0,0.0,0.9880997791586817,7.6648819092616955,-3.9328130163650177,-4.967168672055374
Chongqing,2021,2020,10.850999999999999,4.618527782440651e-14,4.256315346457148e-15,4.256315346457148e-15,0.1455245401602116,16.89570699458028,-7.388692421846027,1.1984608871054896
Chongqing,2022,2021,-3.015999999999991,-2.708944180085382e-14,8.981910411423706e-15,8.981910411423706e-15,0.04971556579584825,6.869395922823612,-10.60007378485557,0.6649622962361462
Chongqing,2023,2022,9.662000000000006,7.283063041541027e-14,7.537842104679178e-15,7.537842104679178e-15,-1.1198694924780928,6.712323122822257,4.291150109904928,-0.22160374024915983
Fujian,1991,1990,1.9080000000000013,-1.3322676295501878e-15,6.982534746070162e-16,6.982534746070162e-16,0.3634133290210147,4.1692621660570435,0.4132583633913783,-3.0379338584694335
Fujian,1992,1991,2.187999999999999,-8.881784197001252e-16,4.059316360603865e-16,4.059316360603865e-16,0.3404996783711281,6.489876161384023,-1.665551379098036,-2.9768244606571157
Fujian,1993,1992,4.180999999999997,-1.7763568394002505e-15,4.248641089213709e-16,4.248641089213709e-16,0.343557452067066,11.177449628020343,-5.966517554646753,-1.3734895254406554
Fujian,1994,1993,1.2480000000000047,-1.4210854715202004e-14,1.138690281666823e-14,1.138690281666823e-14,0.35865461024494627,13.292298256506273,-7.810122512997889,-4.59283035375331
Fujian,1995,1994,4.445999999999998,1.7763568394002505e-14,3.995404497076589e-15,3.995404497076589e-15,0.6261583002825009,7.470788638421045,-1.9932261101936741,-1.6577208285098914
Fujian,1996,1995,5.0489999999999995,0.0,0.0,0.0,0.30996917391504175,8.492248729760078,-2.1616372930984813,-1.5915806105766384
Fujian,1997,1996,-1.5660000000000025,-1.7763568394002505e-15,1.1343274836527763e-15,1.1343274836527763e-15,0.2808311358829962,6.257921122338082,7.84136283037009,-15.946115088591169
Fujian,1998,1997,2.602000000000004,7.993605777301127e-15,3.0721006061879767e-15,3.0721006061879767e-15,0.22866098661367065,4.387316881845277,-4.185775306738935,2.1717974382799836
Fujian,1999,1998,5.856999999999999,6.217248937900877e-15,1.061507416407867e-15,1.061507416407867e-15,0.24898695328881112,2.850793056777997,8.571495800822458,-5.814275810889273
Fujian,2000,1999,1.6409999999999982,-1.2434497875801753e-14,7.577390539793885e-15,7.577390539793885e-15,1.4604409878275018,3.7168603200261905,-10.361078846204173,6.8247775383504905
Fujian,2001,2000,1.527000000000001,-2.220446049250313e-15,1.454123149476301e-15,1.454123149476301e-15,0.5497002293412768,1.5084425432713722,-1.458841724532159,0.9276989519195131
Fujian,2002,2001,10.628,-1.2434497875801753e-14,1.1699753364510495e-15,1.1699753364510495e-15,0.5352994280888199,4.991827428864466,4.3550299687083625,0.7458431743383626
Fujian,2003,2002,15.539000000000001,4.618527782440651e-14,2.9722168623725147e-15,2.9722168623725147e-15,0.5419039522920314,7.408203662007332,0.7870453750971962,6.801847010603396
Fujian,2004,2003,11.855000000000004,7.105427357601002e-15,5.993612279714045e-16,5.993612279714045e-16,0.6647864757598039,11.916509903334733,-1.5261645749120911,0.7998681958175508
Fujian,2005,2004,25.14099999999999,7.105427357601002e-15,2.826231000199278e-16,2.826231000199278e-16,0.8273426192316456,12.64199655737469,23.716273841494598,-12.044613018100945
Fujian,2006,2005,15.135999999999996,-4.085620730620576e-14,2.6992737385178233e-15,2.6992737385178233e-15,0.9815067272136354,17.27425729779013,-7.28625913468551,4.166495109681783
Fujian,2007,2006,19.825000000000017,6.039613253960852e-14,3.0464631798037058e-15,3.0464631798037058e-15,1.0697997185637969,27.22426584221875,-15.716573533154493,7.247507972371904
Fujian,2008,2007,11.025999999999982,1.9539925233402755e-14,1.7721680784874648e-15,1.7721680784874648e-15,1.1779438678310108,23.688080678502683,-13.607477814326252,-0.2325467320074791
Fujian,2009,2008,21.499000000000024,-4.618527782440651e-14,2.148252375664285e-15,2.148252375664285e-15,1.2882924325532812,20.104382820641764,-3.9699630877569323,4.076287834561956
Fujian,2010,2009,7.578999999999979,3.552713678800501e-15,4.687575773585579e-16,4.687575773585579e-16,1.386961444169293,33.75848355507099,-13.528674388493368,-14.03777061074694
Fujian,2011,2010,31.03,-1.4210854715202004e-14,4.579714700355141e-16,4.579714700355141e-16,5.062155041985363,31.384996809863644,-25.55993566977317,20.14278381792418
Fujian,2012,2011,-1.5979999999999848,5.329070518200751e-15,3.3348376209016286e-15,3.3348376209016286e-15,3.3349328417668236,22.333274721383336,-14.228761704058225,-13.037445859091926
Fujian,2013,2012,3.584000000000003,-4.796163466380676e-14,1.3382152528963928e-14,1.3382152528963928e-14,2.551927610916484,20.824458201346467,-28.788330315537316,8.995944503274417
Fujian,2014,2013,2.3859999999999957,1.2789769243681803e-13,5.360339163320128e-14,5.360339163320128e-14,3.4794996818704482,18.163021165801272,0.3943743864803156,-19.650895234152166
Fujian,2015,2014,-8.278999999999996,-1.509903313490213e-13,1.823774989117301e-14,1.823774989117301e-14,2.204194174520341,15.036471570153516,-16.47156884565776,-9.048096899015944
Fujian,2016,2015,-16.426000000000016,-2.1316282072803006e-14,1.29771594257902e-15,1.29771594257902e-15,1.6930471605535498,20.19425308704246,-20.349874801296302,-17.963425446299702
Fujian,2017,2016,18.155,1.4921397450962104e-13,8.218891462936989e-15,8.218891462936989e-15,2.57671536806285,20.93692577124401,-16.988503034542074,11.629861895235068
Fujian,2018,2017,26.146000000000015,1.7763568394002505e-14,6.793990818481792e-16,6.793990818481792e-16,2.2391691496526467,22.771274795578424,-20.8076696066598,21.943225661428727
Fujian,2019,2018,7.078999999999979,1.7763568394002505e-14,2.5093330122902328e-15,2.5093330122902328e-15,2.0129818130414177,40.457024682581526,-26.933559040914304,-8.457447454708682
Fujian,2020,2019,-1.495999999999981,-1.7008616737257398e-13,1.1369396214744396e-13,1.1369396214744396e-13,1.4701661597976727,7.418242866828347,-8.699664023359182,-1.684745003266649
Fujian,2021,2020,24.097999999999985,8.171241461241152e-14,3.3908380202677225e-15,3.3908380202677225e-15,1.6524043789321334,26.45080758207189,-5.4621447053133245,1.456932744309205
Fujian,2022,2021,-6.319000000000017,6.394884621840902e-14,1.0120089605698504e-14,1.0120089605698504e-14,0.06551244706402742,23.093696075624532,-1.668743413518649,-27.80946510916999
Fujian,2023,2022,8.79600000000005,-3.197442310920451e-14,3.635109493997763e-15,3.635109493997763e-15,-0.3291848471232892,6.715327681079611,-27.86902986799471,30.27888703403847
Gansu,1991,1990,2.2779999999999987,-8.881784197001252e-16,3.898939507024257e-16,3.898939507024257e-16,0.5008168359864353,3.7175649151543033,-0.2200698550992571,-1.720311896041482
Gansu,1992,1991,2.4480000000000004,-8.881784197001252e-15,3.628179819036459e-15,3.628179819036459e-15,0.5077002584931413,5.84615467479711,-2.2228532635242066,-1.6830016697660355
Gansu,1993,1992,5.689999999999998,-8.881784197001252e-15,1.5609462560634896e-15,1.5609462560634896e-15,0.5892293635546543,6.413103516451298,-2.586928680611995,1.2745958006060492
Gansu,1994,1993,2.448999999999998,5.329070518200751e-15,2.1760189947736853e-15,2.1760189947736853e-15,0.6763212841504179,8.891525914010272,-4.881671829165356,-2.2371753689953415
Gansu,1995,1994,2.003,-4.440892098500626e-16,2.217120368697267e-16,2.217120368697267e-16,1.2615327872042992,9.203146948192847,-5.709153275272871,-2.7525264601242747
Gansu,1996,1995,0.6550000000000011,-1.9539925233402755e-14,2.983194692122553e-14,2.983194692122553e-14,0.6144383711583583,12.23051657442438,-8.114447542027289,-4.075507403555429
Gansu,1997,1996,-2.378,2.6645352591003757e-14,1.1204942216570125e-14,1.1204942216570125e-14,0.5561344879554339,4.0357575098384375,6.724576163034296,-13.694468160828194
Gansu,1998,1997,0.8239999999999981,5.329070518200751e-15,6.467318590049471e-15,6.467318590049471e-15,0.5019279157221777,4.892453854703196,-4.085479847244777,-0.4849019231806038
Gansu,1999,1998,1.3900000000000006,-7.993605777301127e-15,5.750795523238218e-15,5.750795523238218e-15,0.48766420829471774,3.066286530694199,-1.3800159944358845,-0.7839347445530237
Gansu,2000,1999,2.7660000000000053,2.4424906541753444e-14,8.830407281906506e-15,8.830407281906506e-15,-0.5923027363834855,3.4631661075400553,-0.23715998939875613,0.13229661824216699
Gansu,2001,2000,1.830999999999996,-3.885780586188048e-14,2.1222176877051102e-14,2.1222176877051102e-14,0.17722124781137152,7.350219328632884,-7.277985768401266,1.5815451919570458
Gansu,2002,2001,5.490000000000002,1.509903313490213e-14,2.7502792595450134e-15,2.7502792595450134e-15,0.18813071584518767,5.192812837213004,-7.23395091563392,7.343007362575715
Gansu,2003,2002,8.990999999999993,2.1316282072803006e-14,2.370846632499502e-15,2.370846632499502e-15,0.1577129225656619,8.347213456950065,-5.513919491766356,5.9999931122506
Gansu,2004,2003,9.414000000000001,-5.329070518200751e-15,5.660792987253825e-16,5.660792987253825e-16,0.1194385616750842,14.094388245247814,1.8530803888573701,-6.65290719578026
Gansu,2005,2004,9.219000000000008,-2.1316282072803006e-14,2.3122119614711994e-15,2.3122119614711994e-15,0.1339274110259976,11.424025739721348,-0.16437033071392948,-2.174582820033385
Gansu,2006,2005,4.247,-5.417888360170764e-14,1.2756977537487083e-14,1.2756977537487083e-14,0.07222636097034825,14.928183610394523,-7.760375332816315,-2.993034638548502
Gansu,2007,2006,8.599000000000004,3.197442310920451e-14,3.718388546250087e-15,3.718388546250087e-15,0.03859502959580882,16.81489823306561,-12.951222501391733,4.696729238730288
Gansu,2008,2007,8.382999999999996,-3.197442310920451e-14,3.81419815211792e-15,3.81419815211792e-15,0.12569487487349473,16.81458885607349,-10.464793180391725,1.9075094494447653
Gansu,2009,2008,-4.0390000000000015,6.039613253960852e-14,1.4953239054124412e-14,1.4953239054124412e-14,0.17083283097842913,7.1760948730919925,-6.10446224572542,-5.281465458345063
Gansu,2010,2009,21.319000000000003,7.105427357601002e-15,3.3329083716876967e-16,3.3329083716876967e-16,0.22945063701740032,22.765117633179493,-11.482092200620254,9.806523930423355
Gansu,2011,2010,21.281000000000006,-9.237055564881302e-14,4.3405176283451436e-15,4.3405176283451436e-15,-0.43416165818404573,27.825906257711704,-21.453336624495208,15.342592024967649
Gansu,2012,2011,7.509999999999991,-8.881784197001252e-15,1.1826610115847222e-15,1.1826610115847222e-15,-0.1202284284229436,18.24441175475429,1.7762154274519284,-12.390398753783272
Gansu,2013,2012,0.931999999999988,3.552713678800501e-14,3.8119245480692566e-14,3.8119245480692566e-14,-0.8055189657504466,18.727810740538523,-10.819695663755216,-6.170596111032907
Gansu,2014,2013,-0.7279999999999802,-1.7763568394002505e-15,2.440050603571839e-15,2.440050603571839e-15,-0.37341308673216794,12.503031325956632,-5.275101722823184,-7.58251651640126
Gansu,2015,2014,-1.13900000000001,3.9968028886505635e-14,3.5090455563217983e-14,3.5090455563217983e-14,-0.4963068977575463,-0.5736694334657965,-1.9569497260041102,1.887926057227403
Gansu,2016,2015,-5.034999999999997,4.440892098500626e-14,8.820043889772848e-15,8.820043889772848e-15,-0.1828325648852655,9.193286648480417,-13.862712638744862,-0.18274144485033125
Gansu,2017,2016,-0.22900000000001342,-2.1094237467877974e-14,9.21145740955316e-14,9.21145740955316e-14,0.1198353661178851,5.228862048529897,-4.405177589732591,-1.1725198249151838
Gansu,2018,2017,7.532000000000011,-1.3233858453531866e-13,1.7570178509734263e-14,1.7570178509734263e-14,-0.4299046062531481,15.927375047350196,-13.138342941629661,5.172872500532756
Gansu,2019,2018,0.11199999999999477,1.028066520802895e-13,9.17916536431199e-13,9.17916536431199e-13,-0.37864506872565523,9.206567916978553,-7.352747149054516,-1.36317569919849
Gansu,2020,2019,8.998999999999995,-8.171241461241152e-14,9.080166086499786e-15,9.080166086499786e-15,-0.5206874220165576,6.007663541204422,3.5165120318766814,-0.004488151064467368
Gansu,2021,2020,13.700000000000017,-1.4210854715202004e-14,1.0372886653432107e-15,1.0372886653432107e-15,-0.7684862168179245,23.00491992925866,-16.34640894494442,7.809975232503716
Gansu,2022,2021,2.6610000000000014,4.929390229335695e-14,1.8524578088446796e-14,1.8524578088446796e-14,0.1466144347176493,16.184552856802586,-10.987683349667428,-2.6824839418528543
Gansu,2023,2022,10.049000000000007,1.2079226507921703e-13,1.2020326906081894e-14,1.2020326906081894e-14,-2.058076794093037,12.908832497869955,-8.381642238484222,7.579886534707188
Guangdong,1991,1990,8.097000000000008,-7.105427357601002e-15,8.775382681982209e-16,8.775382681982209e-16,1.2588336460553216,15.549604968241178,-2.547363464788168,-6.164075149508315
Guangdong,1992,1991,7.543999999999997,5.684341886080802e-14,7.534917664476145e-15,7.534917664476145e-15,1.251937212686483,22.976162993268275,-9.185232317498016,-7.4988678884568
Guangdong,1993,1992,14.393,-8.704148513061227e-14,6.047487329299817e-15,6.047487329299817e-15,1.3139962034298356,35.39161139568284,-20.50014647554087,-1.8124611235717178
Guangdong,1994,1993,4.929999999999993,1.0835776720341528e-13,2.1979263124425038e-14,2.1979263124425038e-14,1.4187659001908985,21.6716662864549,-5.995133548961809,-12.165298637684105
Guangdong,1995,1994,38.777000000000015,-8.526512829121202e-14,2.1988582997965803e-15,2.1988582997965803e-15,3.5908561865411714,42.07485049834101,-26.1904615045532,19.301754819671114
Guangdong,1996,1995,10.781999999999982,-5.329070518200751e-15,4.942562157485402e-16,4.942562157485402e-16,2.1737278573022936,13.050822396268305,7.050782532023664,-11.493332785594275
Guangdong,1997,1996,1.7530000000000143,-3.552713678800501e-14,2.0266478487167554e-14,2.0266478487167554e-14,2.1573958922673673,17.198290845680727,28.091879389693606,-45.69456612764165
Guangdong,1998,1997,4.395999999999987,1.0302869668521453e-13,2.3436919173160792e-14,2.3436919173160792e-14,2.2168147024157414,11.341078508918397,-4.326926837054058,-4.834966374280196
Guangdong,1999,1998,9.469999999999999,-1.4033219031261979e-13,1.48186051016494e-14,1.48186051016494e-14,3.1353147939729613,8.709383516517372,-5.016208346086763,2.641510035596568
Guangdong,2000,1999,18.229000000000013,7.815970093361102e-14,4.2876570812228295e-15,4.2876570812228295e-15,33.31054273155678,-7.942202595952079,-17.405491446693457,10.26615131108869
Guangdong,2001,2000,9.995999999999981,-3.197442310920451e-14,3.198721799640313e-15,3.198721799640313e-15,1.9695078271313269,43.31108310917562,-31.225670018881736,-4.058920917425194
Guangdong,2002,2001,21.595,-6.750155989720952e-14,3.1257957813016682e-15,3.1257957813016682e-15,2.7453291612613744,22.663475164314686,-9.95655425017579,6.142749924599796
Guangdong,2003,2002,26.116000000000042,1.2079226507921703e-13,4.625220748936163e-15,4.625220748936163e-15,3.332271816557562,35.911100505768,11.97585167327882,-25.10322399560446
Guangdong,2004,2003,35.96599999999995,-6.394884621840902e-14,1.7780360957128706e-15,1.7780360957128706e-15,4.523654605393089,43.66341778552297,-35.691483535587324,23.47041114467128
Guangdong,2005,2004,43.86200000000002,2.842170943040401e-14,6.479802432721717e-16,6.479802432721717e-16,2.865764797637429,53.62828068160322,6.221597704336715,-18.853643183577375
Guangdong,2006,2005,31.545000000000016,4.263256414560601e-14,1.3514840432907272e-15,1.3514840432907272e-15,9.421928570698071,48.76939811591125,-16.48900103966014,-10.15732564694921
Guangdong,2007,2006,28.62299999999999,1.4210854715202004e-14,4.964837618419456e-16,4.964837618419456e-16,8.767988263260799,59.718608715271934,-27.622177441067752,-12.241419537465006
Guangdong,2008,2007,4.418999999999983,8.526512829121202e-14,1.929511841846851e-14,1.929511841846851e-14,9.55306944201765,49.233407365836875,-32.15755393250388,-22.20992287535075
Guangdong,2009,2008,15.365000000000009,-1.4210854715202004e-14,9.2488478458848e-16,9.2488478458848e-16,9.72211982238677,19.209735827545796,4.577727948777991,-18.144583598710533
Guangdong,2010,2009,29.319999999999993,1.8118839761882555e-13,6.179686139796234e-15,6.179686139796234e-15,13.090286803149159,53.171086053557545,-38.53909960451801,1.5977267478111183
Guangdong,2011,2010,52.745000000000005,-9.947598300641403e-14,1.8859793915331126e-15,1.8859793915331126e-15,14.077052396306028,54.749805840346134,-38.102543848973056,22.020685612321
Guangdong,2012,2011,-18.706000000000017,5.684341886080802e-14,3.0387800096657735e-15,3.0387800096657735e-15,12.841922072779639,21.527039397826265,-25.42666595703314,-27.648295513572837
Guangdong,2013,2012,9.06800000000004,1.1723955140041653e-13,1.2928931561580945e-14,1.2928931561580945e-14,9.982658940131836,34.0356929028742,-65.89054882308481,30.9401969800787
Guangdong,2014,2013,-11.022000000000048,2.842170943040401e-14,2.578634497405542e-15,2.578634497405542e-15,9.339838915621742,30.427273521180496,-25.203883700008852,-25.58522873679346
Guangdong,2015,2014,3.146000000000015,-1.723066134218243e-13,5.4770061481825643e-14,5.4770061481825643e-14,7.8544436187816755,26.410266069979173,-16.3048933245088,-14.813816364251858
Guangdong,2016,2015,-8.586000000000013,-3.197442310920451e-14,3.724018531237417e-15,3.724018531237417e-15,9.33533856915973,40.81124543017444,-27.68285710272538,-31.04972689660877
Guangdong,2017,2016,32.76800000000003,-1.4921397450962104e-13,4.553649124439115e-15,4.553649124439115e-15,9.506038913420264,41.45036493438114,-45.02503636873209,26.836632520930863
Guangdong,2018,2017,6.866000000000042,2.6290081223123707e-13,3.829024355246657e-14,3.829024355246657e-14,8.631457339850408,32.7448325098404,-21.173743842580866,-13.336546007110162
Guangdong,2019,2018,-2.7250000000000227,-6.750155989720952e-14,2.47712146411776e-14,2.47712146411776e-14,5.820526780272621,46.21720437231745,-41.32255433976103,-13.440176812828998
Guangdong,2020,2019,19.423000000000002,-6.394884621840902e-14,3.2924288842305004e-15,3.2924288842305004e-15,5.600719776757325,9.137919312295981,-5.485987816244515,10.170348727191277
Guangdong,2021,2020,90.41199999999992,-1.1368683772161603e-13,1.2574308468081243e-15,1.2574308468081243e-15,2.7250749027566115,63.875683275472824,-49.70919998479522,73.52044180656581
Guangdong,2022,2021,-4.247999999999934,1.376676550535194e-13,3.240764007851261e-14,3.240764007851261e-14,-1.3190094099454608,24.51396983135152,-33.955050695215554,6.512090273809425
Guangdong,2023,2022,45.05899999999997,-3.268496584496461e-13,7.253815185637637e-15,7.253815185637637e-15,2.4695149608295286,29.17846922422159,-42.27182494064983,55.682840755599
Guangxi,1991,1990,2.899000000000001,3.552713678800501e-15,1.2254962672647465e-15,1.2254962672647465e-15,0.5169926351553888,4.553840821121631,0.14509822601655814,-2.316931682293581
Guangxi,1992,1991,3.460000000000001,-1.554312234475219e-14,4.4922318915468755e-15,4.4922318915468755e-15,0.49409901435220477,7.977052804199551,-2.938588030520751,-2.0725637880309873
Guangxi,1993,1992,5.127999999999993,1.4210854715202004e-14,2.7712275185651373e-15,2.7712275185651373e-15,0.5612840818049624,12.18399001188142,-6.767979141342829,-0.8492949523435734
Guangxi,1994,1993,1.9320000000000022,-5.329070518200751e-15,2.7583180736028703e-15,2.7583180736028703e-15,0.5695447750881811,15.795059214122789,-10.071111527753123,-4.361492461457839
Guangxi,1995,1994,11.483000000000004,1.0658141036401503e-14,9.281669456066794e-16,9.281669456066794e-16,0.5837525866095539,9.29324157412937,-2.9085694218637235,4.514575261124793
Guangxi,1996,1995,-0.05000000000000426,-9.769962616701378e-15,1.953992523340109e-13,1.953992523340109e-13,0.5910938817651655,12.428109754539575,-5.502277607914112,-7.566926028390622
Guangxi,1997,1996,-3.2560000000000002,-2.4868995751603507e-14,7.637897958109185e-15,7.637897958109185e-15,0.5439542704941506,3.73035328687076,13.024508747833114,-20.554816305198
Guangxi,1998,1997,0.20300000000000296,1.7319479184152442e-14,8.531763144902556e-14,8.531763144902556e-14,0.5007946323445767,-3.6786156325974937,4.560601368947055,-1.1797803686941526
Guangxi,1999,1998,0.9570000000000007,-8.659739592076221e-15,9.0488396991392e-15,9.0488396991392e-15,0.45392307488311867,1.0068581394607479,0.7791166176820985,-1.2828978320259556
Guangxi,2000,1999,3.7040000000000006,-2.0872192862952943e-14,5.635041269695718e-15,5.635041269695718e-15,0.4688465410736746,2.3570973010683574,0.9646186649199886,-0.08656250706199917
Guangxi,2001,2000,-2.544000000000004,2.3092638912203256e-14,9.077295169891202e-15,9.077295169891202e-15,0.4574994404105097,5.792422565816583,-2.6359024088313205,-6.1580195973958
Guangxi,2002,2001,-0.24499999999999744,2.2870594307278225e-14,9.334936451950393e-14,9.334936451950393e-14,0.40749515431985156,5.4580021193074035,-5.475091831235717,-0.6354054423915592
Guangxi,2003,2002,8.737000000000002,-5.1514348342607263e-14,5.896114037153171e-15,5.896114037153171e-15,0.4464534486782265,6.429968670715706,3.1377502715935424,-1.27717239098742
