province,province_id,year,true_energy,true_co2,target_stirpat_log,co2_per_energy,pred_residual,stirpat_energy_pred,hybrid_energy_pred,stirpat_co2_pred,hybrid_co2_pred,split
Anhui,0,2010,6914.118055930795,304.789,8.857760365092327,0.04408212262713071,-0.0004976429,7028.723329359729,7025.226405248942,309.84104371701,309.6868918795405,train
Anhui,0,2011,7631.453206999993,336.103,8.959824482638204,0.04404180840573161,-0.00070567615,7783.991116689145,7778.500077456171,342.8210453931402,342.5792100952932,train
Anhui,0,2012,8272.299375351,355.647,9.040804380621704,0.04299252044234796,-0.0016100556,8440.563752014705,8426.98490964571,362.88110965343344,362.29732099530094,train
Anhui,0,2013,9000.4401608,378.064,9.12487488663631,0.04200505678006707,-0.0026195496,9180.848298931967,9156.830083336796,385.6420540858195,384.6331675759884,train
Anhui,0,2014,9361.35745332128,387.196,9.164583849768814,0.041361095538834325,-0.0032545738,9552.745220099658,9521.705643556987,395.1120077066849,393.8281768158185,train
Anhui,0,2015,9671.251038400003,391.322,9.196180644008095,0.04046239710315077,-0.003828019,9859.400494842757,9821.73066977054,398.93497802132885,397.4107666004506,train
Anhui,0,2016,9888.611674949027,397.538,9.220169321415941,0.04020159887632043,-0.004538689,10098.774122125464,10053.04278768817,405.9868664002529,404.14839363712593,train
Anhui,0,2017,10027.127292406236,403.674,9.236222303463297,0.04025819042964693,-0.0049465615,10262.19777077346,10211.56052145096,413.1375120824962,411.0989480564374,train
Anhui,0,2018,10093.0559462,416.356,9.245432795634635,0.04125172814054959,-0.0053209625,10357.154289852122,10302.190619573194,427.25051307470665,424.9831666907535,train
Anhui,0,2019,10369.946077199993,423.432,9.277311996928098,0.04083261348204921,-0.0057673603,10692.651372944547,10631.160490081578,436.6089006097475,434.0980671571339,train
Anhui,0,2020,11227.2790912,426.988,9.353792564375244,0.03803129828086979,-0.006763719,11542.51627486837,11464.709366632747,438.976879361313,436.0177816258918,train
Anhui,0,2021,11396.152797554842,443.233,9.37186399738206,0.038893213163577446,-0.0074071884,11753.002247752142,11666.26717374267,457.1120217338289,453.73861601161985,valid
Anhui,0,2022,11777.060221599999,460.193,9.404657326119825,0.039075371216661686,-0.007912556,12144.811567943532,12049.094253515319,474.5630203738006,470.8228307806562,valid
Anhui,0,2023,12913.353910410286,477.603,9.493851730014445,0.03698520177743859,-0.008187642,13277.83961249253,13169.56925527643,491.0835772365032,487.07917622835043,valid
Beijing,1,1993,1975.1880624461824,60.516,7.604720783684552,0.030638095253093838,-0.0012005419,2007.6512464584694,2005.242423344855,61.510610123987156,61.43680837198439,train
Beijing,1,1994,2151.798168948586,62.065,7.691737761744009,0.028843318530346305,-0.0011249557,2190.177263437943,2187.714796354216,63.17198044726278,63.10095472479635,train
Beijing,1,1995,2335.1885288667763,66.96,7.766305977375547,0.028674344350472825,-0.00082203746,2359.7382417973654,2357.7992456434663,67.66394692227696,67.60834747886582,train
Beijing,1,1996,2524.466995176931,72.64,7.841226218177207,0.028774390847169273,-0.0014854856,2543.321589688709,2539.546326876381,73.18252947174679,73.07389858403408,train
Beijing,1,1997,2873.8282874,69.295,7.970684462751785,0.024112435772108125,0.0003530234,2894.838095123365,2895.8602211452417,69.80159763931397,69.82624358736747,train
Beijing,1,1998,2963.0849778000015,69.831,8.002518794878867,0.023566992011092226,0.0015375577,2988.4758727850012,2993.074361163226,70.42938701926599,70.53775955813872,train
Beijing,1,1999,3128.0129204000004,70.962,8.055621926556714,0.022685967675263184,0.00044754893,3151.462552850068,3152.873302196666,71.49397760375903,71.52598181783385,train
Beijing,1,2000,3258.578631400002,72.279,8.087505613534574,0.022181143429688053,-0.00018387288,3253.5617995165157,3252.963612739741,72.1677209324298,72.15445246573643,train
Beijing,1,2001,3378.7939162000016,73.339,8.134517617746639,0.021705674219539724,-0.0010718256,3410.1706661402177,3406.5175159594155,74.02005351227034,73.94075942457079,train
Beijing,1,2002,3507.943481399999,74.027,8.171661356286346,0.021102677506781332,-0.0017822832,3539.2189857296894,3532.916713122157,74.68699688173136,74.55400205533478,train
Beijing,1,2003,3693.595130399998,81.277,8.223513671830819,0.02200484815757217,-0.0014819168,3727.5768811957446,3722.057013560657,82.0247632663888,81.90329941722881,train
Beijing,1,2004,3968.444513999996,89.935,8.29604665136688,0.022662531801244685,-0.0018359162,4007.996026479501,4000.6444322000807,90.83133740935402,90.66473167020682,train
Beijing,1,2005,4286.3944957999975,91.178,8.367245421896138,0.021271490547438,-0.0024039485,4303.764663948784,4293.4310612303,91.54748936758425,91.32767823503703,train
Beijing,1,2006,4597.307463799997,95.929,8.433114469633338,0.02086634421459988,0.0010614954,4596.7943983811465,4601.676465147239,95.91829420036558,96.02016508598551,train
Beijing,1,2007,4913.096471000003,101.583,8.4966656574076,0.02067596282702832,0.00056790933,4898.408607690866,4901.191249711355,101.27931428421189,101.33684808718846,train
Beijing,1,2008,4879.945129082557,100.411,8.486274396367847,0.020576255950418332,-0.0012569167,4847.77151244795,4841.682095358572,99.74898742927562,99.62369002465572,train
Beijing,1,2009,5033.174845489602,99.882,8.51083377043252,0.01984473082422472,-0.0016655177,4968.303786685509,4960.035875937459,98.59465129975032,98.43057683647656,train
Beijing,1,2010,5253.984541206002,105.071,8.549917861889424,0.01999834586035573,-0.0011881739,5166.3300571582495,5160.195204034518,103.31805531180206,103.19536839723118,train
Beijing,1,2011,5172.588917600004,98.196,8.535421804998078,0.018983917253869338,-0.002117373,5091.9788444173655,5081.20863194742,96.66570504087248,96.46124421853645,train
Beijing,1,2012,5334.897467750217,100.505,8.564458784238756,0.01883916244080769,-0.0019319728,5242.002098663449,5231.884469821343,98.75492905177553,98.5643213985033,train
Beijing,1,2013,5035.2276954000035,97.018,8.509825466011247,0.01926784762655959,-0.0011371821,4963.296748744627,4957.655784452786,95.63204548021008,95.52335623976803,train
Beijing,1,2014,5152.3199809537,94.399,8.530851285623484,0.018321649344171097,-0.0010753758,5068.758960340209,5063.311069280844,92.86802428147857,92.76820993182363,train
Beijing,1,2015,5231.164423999998,100.302,8.546066241474431,0.01917393373066723,-0.0005643815,5146.469586888345,5143.5658342541865,98.67806680589146,98.62239044531387,train
Beijing,1,2016,5164.454193474489,90.298,8.537244455784723,0.01748451948980309,9.224191e-05,5101.26820672383,5101.738779165272,89.19322338317568,89.20145111619942,train
Beijing,1,2017,5250.675870567654,85.399,8.556253236080323,0.01626438235860244,0.00010291487,5199.164590969934,5199.699689851149,84.56120085284186,84.5699039056456,train
Beijing,1,2018,5450.4997915999975,89.044,8.594712459911204,0.016336850454930673,9.262189e-05,5403.015269262322,5403.515729939248,88.26825245964554,88.27642841088304,train
Beijing,1,2019,5505.4916675999975,88.576,8.608436443224317,0.016088662983775395,0.00051048025,5477.677319156394,5480.474279106151,88.12850432177751,88.17350366778827,train
Beijing,1,2020,4935.710168399999,78.38,8.504878070929523,0.015880186908423816,0.0017346889,4938.8020013796395,4947.376721367854,78.4290988856063,78.56526704170653,train
Beijing,1,2021,5187.807322716151,80.364,8.558311383178681,0.015490937693099258,0.0009960495,5209.876255796476,5215.068135657935,80.70586846730046,80.78629555474438,valid
Beijing,1,2022,4897.498138934333,76.008,8.503349961664322,0.015519760874587875,0.00028303638,4931.2607356888,4932.65665942051,76.53198742813446,76.55365183064976,valid
Beijing,1,2023,4828.263679893606,88.591,8.4909655002199,0.018348417955904212,0.0016168132,4870.56633670505,4878.44750232603,89.36718682782154,89.51179374861499,valid
Chongqing,2,1993,1279.548438176263,41.298,7.127820915347085,0.03227544871912933,0.019529853,1246.1585212186133,1270.7350205333044,40.220325447497395,41.01354299082442,train
Chongqing,2,1994,1426.8450032194073,42.117,7.242976403067364,0.029517571919143927,0.015522212,1398.2495376906197,1420.122784560404,41.272931289692615,41.91857642727666,train
Chongqing,2,1995,1585.314915787929,48.572,7.354185292067887,0.030638707499865334,0.010400438,1562.72331354612,1579.0611330560553,47.87982250695991,48.38039218011041,train
Chongqing,2,1996,1754.9832361255467,51.746,7.45629583288723,0.029485181929280964,0.005956157,1730.7252735209618,1741.064505644827,51.030749559370115,51.33560369955135,train
Chongqing,2,1997,2032.3191542000002,58.176,7.601622716559971,0.02862542523391231,0.0041475985,2001.4410329305213,2009.7594455895915,57.29210064823686,57.5302187478739,train
Chongqing,2,1998,2547.0872514,64.34,7.817351193525018,0.02526022615229835,0.0055425037,2483.318857577338,2497.12087499258,62.729195950670736,63.07783803193771,train
