level,scenario,province,province_id,year,energy_pred,co2_pred
province,baseline,Yunnan,28,2024,13028.526655073305,21086.142651235252
province,baseline,Yunnan,28,2025,13094.291873941824,20704.55673591337
province,baseline,Yunnan,28,2026,13215.203046273959,20569.351126414964
province,baseline,Yunnan,28,2027,13346.367579523963,20443.879020188553
province,baseline,Yunnan,28,2028,13523.081686726615,20380.575468312658
province,baseline,Yunnan,28,2029,13729.101971434717,20351.98635047555
province,baseline,Yunnan,28,2030,13962.467207601441,20353.08137654605
province,baseline,Yunnan,28,2031,14251.069087610798,20482.056806635755
province,baseline,Yunnan,28,2032,14571.01326400371,20643.621371707406
province,baseline,Yunnan,28,2033,14926.176394596867,20841.26327791943
province,baseline,Yunnan,28,2034,15319.40762410189,21076.739638128434
province,baseline,Yunnan,28,2035,15749.630330414831,21346.253491156982
province,baseline,Zhejiang,29,2024,25500.28715127934,23785.051273473422
province,baseline,Zhejiang,29,2025,26040.48757787059,23318.38701356495
province,baseline,Zhejiang,29,2026,26431.21928292448,23015.475953250763
province,baseline,Zhejiang,29,2027,27031.613566744494,22870.653654574064
province,baseline,Zhejiang,29,2028,27586.438848706133,22658.745150073213
province,baseline,Zhejiang,29,2029,28143.21566704662,22420.985235419073
province,baseline,Zhejiang,29,2030,28724.24874938597,22174.448041387015
province,baseline,Zhejiang,29,2031,29379.013391389723,22078.522622916367
province,baseline,Zhejiang,29,2032,30062.28541300321,21989.00228992803
province,baseline,Zhejiang,29,2033,30927.561539511153,22646.958214868195
province,baseline,Zhejiang,29,2034,31859.195098091794,23354.960405423604
province,baseline,Zhejiang,29,2035,32852.856580192194,24109.992778536434
province,extensive,Anhui,0,2024,17714.987557603574,25407.863432360162
province,extensive,Anhui,0,2025,18045.547588242545,25367.962438357434
province,extensive,Anhui,0,2026,18485.227330925165,25691.91587171112
province,extensive,Anhui,0,2027,18832.202303164675,25874.505213355176
province,extensive,Anhui,0,2028,19232.494279150127,26118.458943047557
province,extensive,Anhui,0,2029,19646.186008346747,26367.65793868562
province,extensive,Anhui,0,2030,20069.26910062788,26616.146566363823
province,extensive,Anhui,0,2031,20548.536847968644,27011.669079962972
