split,year,province_idx,true_log_co2,stirpat_log_pred,residual_pred,hybrid_log_pred,true_co2,stirpat_co2_pred,hybrid_co2_pred,stirpat_abs_pct_err,hybrid_abs_pct_err
train,2001,29,4.8588896,4.866749,0.00083832303,4.867587,128.88101,129.8979,130.00684,0.007890157,0.0087353755
train,2002,29,4.9442034,4.9564533,0.0016295006,4.9580827,140.359,142.08896,142.32066,0.01232529,0.01397609
train,2003,29,5.0944004,5.1014414,0.0018579001,5.103299,163.10602,164.2585,164.56393,0.0070658405,0.008938458
train,2004,29,5.329937,5.3277373,0.0035541924,5.3312917,206.42496,205.9714,206.7048,0.0021971774,0.00135568
train,2005,29,5.482229,5.4833207,0.004763891,5.488085,240.38197,240.64449,241.79366,0.0010920628,0.005872662
train,2006,29,5.630423,5.627141,0.0046267156,5.6317677,278.78003,277.86655,279.15518,0.0032767148,0.001345694
train,2007,29,5.751528,5.744664,0.0059968308,5.750661,314.67102,312.51868,314.39838,0.006839981,0.0008664415
train,2008,29,5.768971,5.765003,0.0071016094,5.7721047,320.20807,318.94006,321.2131,0.003959942,0.003138695
train,2009,29,5.7855716,5.7871532,0.006962388,5.7941155,325.56805,326.08344,328.36163,0.0015830203,0.008580631
train,2010,29,5.8429356,5.841403,0.0055402806,5.8469434,344.79,344.262,346.17465,0.0015314107,0.004015904
train,2011,29,5.903327,5.901929,0.0045995144,5.9065285,366.25394,365.74225,367.42838,0.001397086,0.0032066235
train,2012,29,5.8920197,5.895946,0.0042261975,5.900172,362.13596,363.56058,365.10034,0.0039339415,0.008185837
train,2013,29,5.890931,5.897652,0.003440463,5.9010925,361.74197,364.1814,365.4365,0.0067435433,0.010213134
train,2014,29,5.8816104,5.89083,0.0023833336,5.8932133,358.38593,361.7054,362.5684,0.00926233,0.011670281
train,2015,29,5.8755317,5.8884125,0.00040159654,5.888814,356.21402,360.832,360.9769,0.012964063,0.013370833
train,2016,29,5.886715,5.898435,-0.0021022046,5.8963327,360.22,364.46667,363.70123,0.011789111,0.009664183
train,2017,29,5.9144025,5.924197,-0.002279169,5.921918,370.33298,373.97806,373.12662,0.0098427115,0.00754359
train,2018,29,5.9311943,5.939363,-0.0019334136,5.9374294,376.60403,379.69296,378.95953,0.008202058,0.006254578
train,2019,29,5.9135165,5.921486,-0.0015506009,5.919935,370.00494,372.96548,372.38757,0.0080013545,0.006439453
train,2020,29,5.876713,5.8974977,-0.0012809923,5.896217,356.635,364.12515,363.6591,0.021002265,0.019695425
