province,year,CO2,GDP,Population,Energy,CoalShare,Industry,Urbanization,HighwayMileage,PrivateCars,A,B,C,CO2_source,pGDP,CarbonIntensity,log_CO2,log_GDP,log_Population,log_Energy,log_PrivateCars,log_pGDP,log_CarbonIntensity,province_id,stirpat_log_pred,residual
Anhui,2011,336.103,15300.65,5972.0,7631.453207,60.297557544861455,54.3,44.8,3100.0,258.6242,2.562064634963161,0.4987666018763909,0.0440418084057316,MEIC_1990_2023,2.5620646349631615,0.02196658311901782,5.8174176606061305,9.635650590138253,8.69483715865908,8.940033565776396,5.5553760427791445,0.9408134314791714,-3.818232929532122,0,5.799157874607495,0.018259785998635536
Anhui,2012,355.647,17212.05,5978.0,8272.299375350996,55.75835850684933,54.64101,46.3,3300.0,303.1334,2.8792321846771496,0.4806109310251246,0.0429925204423479,MEIC_1990_2023,2.8792321846771496,0.020662675276913556,5.873938665884563,9.753364998904306,8.695841342843883,9.020667787504221,5.714172972648002,1.0575236560604226,-3.879426333019743,0,5.860001269132576,0.01393739675198713
Anhui,2013,378.064,19229.34,5988.0,9000.4401608,53.116351551578674,54.6,47.87,3500.0,358.7375,3.211312625250501,0.468057674407962,0.042005056780067,MEIC_1990_2023,3.211312625250501,0.01966078918985259,5.935063493457212,9.864192516620978,8.69751274553952,9.105028761878016,5.882590923261217,1.1666797710814598,-3.9291290231637666,0,5.925184562949709,0.009878930507503547
Anhui,2014,387.196,20848.75,5997.0,9361.357453321274,51.61153779372752,53.1,49.31,3548.443,422.4602,3.476529931632483,0.4490128882221367,0.0413610955388343,MEIC_1990_2023,3.476529931632483,0.01857166496792374,5.958931024770549,9.945049273391383,8.69901462316851,9.144345586020469,6.0460952411765865,1.2460346502228732,-3.986118248620834,0,5.953412752788761,0.00551827198178767
Anhui,2015,391.322,22005.63,6011.0,9671.2510384,50.95854753880257,49.74558,50.97,4168.814,498.703,3.660893362169357,0.4394898504791728,0.0404623971031507,MEIC_1990_2023,3.6608933621693565,0.017782812852892644,5.969530750482842,9.999053608692217,8.701346403039162,9.17691295323344,6.212010728174649,1.297707205653054,-4.029522858209374,0,5.969324169025823,0.00020658145701890618
Anhui,2016,397.538,24407.62,6033.0,9888.61167494903,49.17902194782901,48.43396,52.62,4242.6,600.8115,4.0456853969832585,0.4051444456669282,0.0402015988763204,MEIC_1990_2023,4.0456853969832585,0.016287454491671044,5.985290527009515,10.102650657609301,8.704999678440762,9.199139038114806,6.398281241411875,1.3976509791685396,-4.117360130599787,0,5.988677543159652,-0.0033870161501372564
Anhui,2017,403.674,27018.0,6057.0,10027.127292406229,45.39880282796528,47.5175,54.29,4274.612,708.9341,4.460624071322437,0.3711276664596279,0.0402581904296469,MEIC_1990_2023,4.460624071322437,0.014940928270042193,6.000607621524262,10.204258589529626,8.708969906980947,9.213049428407565,6.56376257439839,1.4952886825486795,-4.203650968005364,0,6.006785587677041,-0.006177966152779213
Anhui,2018,416.356,30006.82,6076.0,10093.055946200002,42.03226271223856,46.13,55.65,4324.212,814.202,4.938581303489138,0.3363587326547765,0.0412517281405495,MEIC_1990_2023,4.938581303489138,0.013875378997174642,6.031540663530316,10.309179968141319,8.712101863715663,9.21960293629295,6.702208492464781,1.5970781044256557,-4.277639304611004,0,6.037077935942963,-0.005537272412647454
Anhui,2019,423.432,37113.98,6092.0,10369.9460772,40.71210004922165,41.3,57.02,4843.933,907.8296,6.0922488509520685,0.2794080849642102,0.0408326134820492,MEIC_1990_2023,6.0922488509520685,0.011408962337103161,6.048392934493874,10.521748997023932,8.714731714015052,9.246667101325771,6.811056695791739,1.8070172830088795,-4.4733560625300575,0,6.048348933279916,4.4001213957756136e-05
Anhui,2020,426.988,38680.63,6105.0,11227.279091200002,41.91414381680814,40.5,58.33,5287.0,986.54,6.3358935298935295,0.2902558487594437,0.0380312982808697,MEIC_1990_2023,6.3358935298935295,0.011038806761937435,6.0567559097892305,10.563094236921664,8.716863386544805,9.326101729079168,6.894203872030409,1.8462308503768592,-4.506338327132434,0,6.06257876920465,-0.005822859415419934
Anhui,2021,443.233,42959.2,6113.0,11396.152797554843,39.829694025974696,40.99983,59.39,5409.729,1062.6704,7.027515131686569,0.2652785153716746,0.0388932131635774,MEIC_1990_2023,7.027515131686569,0.010317533846067898,6.094095591144933,10.668006107035426,8.718172930028725,9.341031103526758,6.968540264410229,1.9498331770067006,-4.573910515890493,0,6.096582916271946,-0.002487325127012774
Anhui,2022,460.193,45045.0,6127.0,11777.0602216,36.86732987096947,41.3,60.15,5411.345,1127.5279,7.351885098743267,0.2614509983705184,0.0390753712166616,MEIC_1990_2023,7.351885098743267,0.010216294816294815,6.131645966707658,10.71541726908554,8.720460512725655,9.373908869320875,7.027782816081767,1.9949567563598858,-4.583771302377882,0,6.134405961979083,-0.0027599952714254528
Anhui,2023,477.603,47050.6,6121.0,12913.353910424968,33.83437242801384,41.423177410221285,62.93151887148752,5527.8,1188.7939,7.686750530958993,0.2744567319104319,0.0369852017773965,MEIC_1990_2023,7.686750530958993,0.010150837608872152,6.1687798434657,10.758978897323288,8.71948076085107,9.466017241767986,7.080694542725565,2.039498136472218,-4.590199053857588,0,6.175082608042783,-0.006302764577083231
