split,year,province_idx,true_log_co2,stirpat_log_pred,residual_pred,hybrid_log_pred,true_co2,stirpat_co2_pred,hybrid_co2_pred,stirpat_abs_pct_err,hybrid_abs_pct_err
train,1996,4,3.9568052,3.954524,-0.002762482,3.9517615,52.29,52.170853,52.026928,0.002278605,0.0050310376
train,1997,4,3.9102614,3.9242706,-0.0030295965,3.921241,49.912,50.616142,50.46303,0.0141077,0.0110400915
train,1998,4,3.9266357,3.9405122,-0.006109103,3.9344032,50.735996,51.444942,51.13162,0.01397324,0.007797664
train,1999,4,3.9536638,3.9686232,-0.0072195204,3.9614036,52.126,52.91163,52.531006,0.015071736,0.0077697583
train,2000,4,4.0053678,4.0215535,-0.008097868,4.013456,54.892006,55.7877,55.337784,0.0163174,0.008120999
train,2001,4,4.03818,4.0482984,-0.007309875,4.0409884,56.723007,57.29987,56.88254,0.0101698125,0.0028125176
train,2002,4,4.130564,4.1273866,-0.007034363,4.1203523,62.213017,62.01564,61.58093,0.0031725876,0.010160056
train,2003,4,4.265549,4.250799,-0.003708454,4.247091,71.20401,70.16146,69.901764,0.014641719,0.018288944
train,2004,4,4.389722,4.3541713,-0.00041819783,4.353753,80.618,77.80232,77.76979,0.03492612,0.03532965
train,2005,4,4.497997,4.4817476,0.000815548,4.482563,89.83699,88.38901,88.461105,0.016117891,0.015315351
train,2006,4,4.544188,4.527515,0.0033266176,4.5308414,94.084,92.52833,92.83663,0.016534923,0.013258023
train,2007,4,4.6316466,4.6092443,0.0033713263,4.6126156,102.68301,100.40825,100.747314,0.022153202,0.01885114
train,2008,4,4.7101245,4.685346,0.004455156,4.689801,111.065994,108.34776,108.83155,0.02447402,0.020118162
train,2009,4,4.673081,4.6619453,0.0057102847,4.6676555,107.02698,105.84178,106.447876,0.011073805,0.0054107998
train,2010,4,4.8547297,4.8377585,0.005476734,4.8432355,128.34598,126.186195,126.8792,0.016827816,0.011428282
train,2011,4,5.0081453,4.982341,0.0069982694,4.989339,149.62697,145.8153,146.83931,0.025474424,0.018630724
train,2012,4,5.057118,5.0398126,0.010092454,5.049905,157.137,154.44107,156.00761,0.017156513,0.0071872273
train,2013,4,5.0630317,5.054418,0.010112215,5.0645304,158.069,156.7133,158.30608,0.008576619,0.0014998248
train,2014,4,5.0584154,5.0567427,0.008934129,5.0656767,157.341,157.07803,158.48766,0.0016713379,0.0072876886
train,2015,4,5.05115,5.059465,0.0053247954,5.06479,156.20197,157.50621,158.34715,0.008349735,0.013733421
train,2016,4,5.0183854,5.0306973,0.0027619968,5.033459,151.16704,153.0397,153.46295,0.012388054,0.015187926
train,2017,4,5.016869,5.029347,0.0012388243,5.030586,150.93799,152.83318,153.02263,0.012556066,0.013811238
train,2018,4,5.065565,5.075158,-0.00065996544,5.074498,158.46997,159.99748,159.89192,0.009639123,0.0089730015
train,2019,4,5.066272,5.077437,-0.0009691608,5.076468,158.58199,160.3625,160.2072,0.011227742,0.010248412
train,2020,4,5.1214666,5.133824,-0.0016883132,5.1321354,167.58096,169.66464,169.37842,0.012433866,0.010725889
train,1993,5,4.7236195,4.75622,-0.0017601545,4.75446,112.574974,116.30544,116.10093,0.033137638,0.031320952
train,1994,5,4.766481,4.804864,0.0008647796,4.805729,117.505005,122.10288,122.208534,0.039129205,0.040028334
train,1995,5,5.051662,5.064422,0.0012365063,5.0656586,156.28198,158.28894,158.48479,0.012841903,0.014095064
train,1996,5,5.118377,5.1304054,0.0054024863,5.135808,167.06403,169.08565,170.00163,0.01210088,0.017583719
train,1997,5,5.128815,5.155845,0.0054365383,5.1612816,168.81699,173.44232,174.3878,0.027398521,0.032999143
train,1998,5,5.154522,5.18364,0.0021853982,5.1858253,173.21298,178.33076,178.7209,0.029546184,0.031798538
train,1999,5,5.207752,5.233258,-0.00033880537,5.2329187,182.68297,187.40231,187.33879,0.025833525,0.025485806
train,2000,5,5.302867,5.304749,4.107598e-06,5.3047533,200.91197,201.29048,201.29135,0.0018839571,0.0018882861
train,2001,5,5.351422,5.3482785,0.0054796203,5.3537583,210.90796,210.24605,211.40134,0.003138388,0.0023393033
train,2002,5,5.448903,5.444874,0.00852775,5.4534016,232.50299,231.56805,233.55124,0.004021181,0.004508537
train,2003,5,5.555356,5.553816,0.009591134,5.563407,258.61902,258.221,260.70953,0.001538983,0.008083377
train,2004,5,5.6855674,5.6761045,0.0069075148,5.683012,294.58496,291.8105,293.8331,0.009418251,0.0025522741
train,2005,5,5.8243675,5.8178983,0.007893557,5.825792,338.44702,336.26462,338.9294,0.006448287,0.0014253083
train,2006,5,5.913481,5.9025164,0.008543439,5.91106,369.99194,365.95718,369.0971,0.010904993,0.0024185295
train,2007,5,5.987996,5.9757457,0.009270621,5.9850163,398.61502,393.7616,397.429,0.012175718,0.00297539
train,2008,5,5.999021,5.9869933,0.010264035,5.997257,403.03403,398.2155,402.3238,0.011955596,0.0017622224
train,2009,5,6.0364356,6.0278945,0.009824093,6.037719,418.39902,414.84064,418.93625,0.008504753,0.001284017
train,2010,5,6.104166,6.090057,0.008464985,6.0985217,447.7191,441.44653,445.19913,0.014010018,0.005628437
train,2011,5,6.2155356,6.193326,0.0080931075,6.201419,500.464,489.4714,493.4487,0.021964785,0.014017571
train,2012,5,6.177442,6.1598463,0.008804645,6.168651,481.7581,473.35532,477.54153,0.01744189,0.008752427
train,2013,5,6.1960897,6.172962,0.008925432,6.1818876,490.82602,479.60468,483.9045,0.022862162,0.014101756
train,2014,5,6.1733775,6.153845,0.009795899,6.1636405,479.8039,470.523,475.1547,0.019343078,0.009689793
train,2015,5,6.179913,6.161854,0.0077919527,6.169646,482.94998,474.30652,478.01672,0.017897222,0.010214843
train,2016,5,6.161975,6.1484785,0.005700532,6.154179,474.36395,468.00476,470.6803,0.0134057235,0.007765461
train,2017,5,6.228771,6.209058,0.004349399,6.213407,507.1319,497.23254,499.3998,0.019520273,0.015246697
train,2018,5,6.2422194,6.2240047,0.0054838774,6.229489,513.99805,504.7205,507.49603,0.018049791,0.012649881
train,2019,5,6.2369037,6.2183523,0.0056465394,6.223999,511.27298,501.87564,504.71762,0.018380277,0.012821642
train,2020,5,6.2741895,6.253216,0.0051087807,6.2583246,530.69604,519.6813,522.3431,0.020755328,0.015739644
train,1993,6,3.8129096,3.8014095,-0.00034476072,3.8010647,45.281998,44.764233,44.748806,0.011434236,0.011774915
train,1994,6,3.8546906,3.8410077,0.0015153042,3.842523,47.214,46.572384,46.64301,0.013589546,0.01209369
train,1995,6,4.0723886,4.0436697,0.0022302507,4.0459,58.697002,57.03526,57.162605,0.028310528,0.026140979
train,1996,6,4.0715365,4.0405684,0.0043281238,4.0448966,58.64701,56.858646,57.105278,0.0304937,0.026288344
train,1997,6,4.014417,4.0085754,0.0015766942,4.0101523,55.391003,55.068367,55.155273,0.0058246944,0.004255731
train,1998,6,4.0180755,4.019298,-0.0030198866,4.0162783,55.59401,55.662025,55.49419,0.0012234421,0.0017955025
train,1999,6,4.035143,4.0364065,-0.0061452654,4.030261,56.551003,56.622505,56.2756,0.0012643929,0.004869977
train,2000,6,4.0985856,4.0984387,-0.0075945645,4.090844,60.255005,60.246155,59.790344,0.00014687738,0.0077115693
train,2001,6,4.0554476,4.0676436,-0.005465663,4.062178,57.710987,58.41914,58.100723,0.012270675,0.0067532407
train,2002,6,4.051193,4.066035,-0.006057943,4.059977,57.465984,58.325233,57.97298,0.0149523085,0.008822544
train,2003,6,4.1927257,4.203797,-0.006041819,4.197755,66.202995,66.94002,66.53678,0.011132766,0.005041857
train,2004,6,4.389821,4.3904977,-0.0070240414,4.383474,80.62599,80.680565,80.11586,0.00067686685,0.0063271387
train,2005,6,4.4078894,4.418107,-0.004783135,4.413324,82.09601,82.93913,82.54337,0.01026998,0.005449288
train,2006,6,4.6049104,4.6048183,-0.0037332135,4.601085,99.974014,99.96482,99.59233,9.19581e-05,0.0038178256
train,2007,6,4.8206043,4.811958,-0.0029395325,4.809018,124.04003,122.972145,122.611176,0.008609207,0.011519313
train,2008,6,4.829577,4.822717,-0.0010422445,4.821675,125.158005,124.302376,124.17288,0.00683639,0.007871032
train,2009,6,4.965268,4.958221,0.00025508646,4.958476,143.34698,142.34035,142.37665,0.007022384,0.0067691477
train,2010,6,5.123136,5.1202683,0.00031969463,5.120588,167.86096,167.38028,167.43376,0.0028635745,0.0025449654
train,2011,6,5.2501454,5.2438407,0.00035845814,5.2441993,190.59398,189.3961,189.46404,0.0062849624,0.005928539
train,2012,6,5.2951674,5.2934604,0.0010788976,5.2945395,199.37102,199.03094,199.24583,0.0017057275,0.0006278902
train,2013,6,5.334148,5.330032,0.00067522237,5.330707,207.29602,206.44455,206.584,0.004107512,0.0034348024
train,2014,6,5.296476,5.302158,0.0003788597,5.302537,199.63203,200.76958,200.84569,0.0056981975,0.006079453
train,2015,6,5.2472343,5.259225,-0.0031894534,5.2560353,190.03996,192.33234,191.71988,0.012062588,0.008839806
train,2016,6,5.277635,5.292313,-0.006870382,5.285443,195.90602,198.80273,197.4416,0.014786239,0.007838368
train,2017,6,5.3022747,5.323829,-0.009421764,5.3144073,200.79303,205.16801,203.24402,0.021788528,0.012206543
train,2018,6,5.3601694,5.3753014,-0.01112801,5.3641734,212.76099,216.00496,213.61458,0.015247028,0.0040119756
train,2019,6,5.431602,5.44521,-0.008734962,5.436475,228.51503,231.64592,229.63126,0.0137010235,0.0048846947
train,2020,6,5.510036,5.524045,-0.00671514,5.5173297,247.16003,250.64684,248.9693,0.014107464,0.0073202173
train,1993,7,3.8218358,3.8602307,-0.016133659,3.8440971,45.687996,47.4763,46.716484,0.039141648,0.022511125
train,1994,7,3.8481882,3.8886068,-0.015297988,3.873309,46.907997,48.84279,48.10128,0.04124652,0.025438799
train,1995,7,4.1868477,4.19886,-0.014893655,4.1839666,65.81499,66.61037,65.62565,0.012085084,0.0028768324
train,1996,7,4.255258,4.2623653,-0.009098845,4.2532663,70.475,70.97767,70.33477,0.0071326043,0.001989759
train,1997,7,4.349232,4.3593063,-0.0062066237,4.3531,77.419,78.202866,77.71901,0.0101249935,0.0038751557
train,1998,7,4.412374,4.4209294,-0.0058760303,4.4150534,82.465004,83.17356,82.68626,0.008592216,0.002682986
train,1999,7,4.430031,4.434923,-0.0058247927,4.4290986,83.934006,84.34564,83.8558,0.004904286,0.0009317907
train,2000,7,4.4876585,4.487324,-0.0048241257,4.4825,88.91301,88.8833,88.45554,0.00033413403,0.0051450976
train,2001,7,4.486285,4.4914746,-0.0026072804,4.4888673,88.79099,89.25296,89.02055,0.0052028643,0.0025854069
