province,year,base_year,delta_CO2,delta_P,delta_A,delta_B,delta_C,lmdi_residual,resid_ratio,lmdi_residual_abs_ratio
Jilin,2003,2002,5.143999999999991,0.19568790569169248,13.053770385420009,16.040042977235185,-24.14550126834695,5.684341886080802e-14,1.1050431349301732e-14,1.1050431349301732e-14
Jilin,2004,2003,8.557000000000002,0.20792041625480312,17.7286570137324,-27.529060357431657,18.149482927444485,-2.842170943040401e-14,3.3214572198672432e-15,3.3214572198672432e-15
Jilin,2005,2004,28.860000000000014,0.33749619609729514,19.0272615809028,12.97038882593579,-3.4751466029358693,-3.552713678800501e-15,1.2310165207208937e-16,1.2310165207208937e-16
Jilin,2006,2005,15.177999999999997,0.3943469682096888,25.077848220475744,-3.030051895628619,-7.264143293056862,4.618527782440651e-14,3.0429093309004166e-15,3.0429093309004166e-15
Jilin,2007,2006,10.058999999999997,0.4259223817300844,34.744469813890376,-17.609515325604033,-7.501876870016433,5.329070518200751e-15,5.297813419028484e-16,5.297813419028484e-16
Jilin,2008,2007,13.281000000000006,0.259933742001715,34.457665114315546,-40.66046665819654,19.22386780187925,3.552713678800501e-14,2.6750347705748807e-15,2.6750347705748807e-15
Jilin,2009,2008,5.501999999999981,0.4099282087525328,22.888089515107698,-15.48512447990671,-2.310893243953544,5.329070518200751e-15,9.685697052346e-16,9.685697052346e-16
Jilin,2010,2009,18.89700000000002,0.5078964672438453,34.25387813449697,-12.699738551772606,-3.1650360499681254,-6.750155989720952e-14,3.572078102196615e-15,3.572078102196615e-15
Jilin,2011,2010,29.674999999999983,-1.7944712370908125,46.05258871326968,-18.83107222677452,4.247954750595595,4.263256414560601e-14,1.436649170871307e-15,1.436649170871307e-15
Jilin,2012,2011,-5.244,-2.3470256593950576,31.083921969667866,-29.300901437901885,-4.679994872371004,8.08242361927114e-14,1.5412707130570442e-14,1.5412707130570442e-14
Jilin,2013,2012,1.0020000000000095,-2.611901702466518,23.326958082206154,-22.044891061321948,2.3318346815824316,-1.0969003483296547e-13,1.0947109264766908e-13,1.0947109264766908e-13
Jilin,2014,2013,-4.587999999999994,-2.2698860259719815,15.339014591365187,-18.241175190522227,0.5840466251289388,8.970602038971265e-14,1.955231481903068e-14,1.955231481903068e-14
Jilin,2015,2014,-21.28800000000001,-2.4136780752124527,6.494428780357019,-11.047194187213496,-14.321556517930953,-1.2789769243681803e-13,6.007971271928691e-15,6.007971271928691e-15
Jilin,2016,2015,0.5819999999999936,-3.7032725503758432,14.024660409522843,-19.899606208343673,10.16021834919668,-1.4210854715202004e-14,2.4417276142959036e-14,2.4417276142959036e-14
Jilin,2017,2016,-3.1359999999999957,-3.336489061624105,5.675419256980396,-7.7941632816104685,2.3192330862543393,-1.5720758028692217e-13,5.0129968203738004e-14,5.0129968203738004e-14
Jilin,2018,2017,-12.307999999999993,-3.3440279365466594,5.072635463287764,-24.845919267560628,10.809311740819348,1.829647544582258e-13,1.486551466186431e-14,1.486551466186431e-14
Jilin,2019,2018,9.667000000000002,-2.892696621056813,-46.86855276821953,52.45328529374464,6.974964095531777,-7.460698725481052e-14,7.717698071253802e-15,7.717698071253802e-15
Jilin,2020,2019,-2.6189999999999998,-4.078383892408748,13.889524860835696,-13.600331933064842,1.1701909646380038,-1.092459456231154e-13,4.1712846744221234e-14,4.1712846744221234e-14
Jilin,2021,2020,0.6779999999999973,-2.018337665249146,16.548505069446836,-17.19650737716467,3.34433997296691,6.794564910705958e-14,1.002148216918287e-13,1.002148216918287e-13
Jilin,2022,2021,-11.348000000000013,-2.23353051337975,-0.22157435354332092,-13.66982322663456,4.776928093557627,-1.2434497875801753e-14,1.0957435562038896e-15,1.0957435562038896e-15
Jilin,2023,2022,10.955000000000013,-0.7494808909003798,7.514240819197979,-9.508432419693728,13.698672491396195,-5.3290705182007514e-14,4.8645098294849344e-15,4.8645098294849344e-15
Liaoning,1991,1990,5.038999999999987,0.9547797938823238,19.126838461379037,-1.7441081478562488,-13.298510107405047,-7.815970093361102e-14,1.5510954739752178e-14,1.5510954739752178e-14
Liaoning,1992,1991,11.890000000000015,1.127331804028109,34.43551234524178,-16.78171554832819,-6.891128600941702,1.4210854715202004e-14,1.195193836434145e-15,1.195193836434145e-15
Liaoning,1993,1992,23.119,1.2319502449469457,58.18346651708848,-39.29711405867801,3.000697296642487,9.947598300641403e-14,4.302780527116832e-15,4.302780527116832e-15
Liaoning,1994,1993,5.903999999999996,1.2679462686803773,40.34268443307787,-20.520602193850596,-15.186028507907626,-2.842170943040401e-14,4.813975174526427e-15,4.813975174526427e-15
Liaoning,1995,1994,-6.22999999999999,1.2591671883024709,24.707101084419094,-5.473308938827124,-26.722959333894376,-5.3290705182007514e-14,8.553885261959486e-15,8.553885261959486e-15
Liaoning,1996,1995,-4.913000000000011,1.1690351326293524,23.335501900316192,-5.131165115990678,-24.286371916954877,0.0,0.0,0.0
Liaoning,1997,1996,-0.5790000000000077,1.051057464228295,18.68119307246368,42.313745887280184,-62.62499642397223,5.684341886080802e-14,9.81751621084754e-14,9.81751621084754e-14
