province,year,CO2,GDP,Population,Energy,CoalShare,Industry,Urbanization,HighwayMileage,PrivateCars,A,B,C,CO2_source,pGDP,CarbonIntensity,log_CO2,log_GDP,log_Population,log_Energy,log_PrivateCars,log_pGDP,log_CarbonIntensity,province_id,stirpat_log_pred,residual,scenario,stirpat_co2_pred,pred_residual,pred_log_co2,pred_co2
Jilin,2031,,19344.017985885857,2340.1689149576246,6054.445384732101,19.627169249688937,26.043085430572216,71.20453178498013,5474.925325530138,763.7043731917953,,,,,8.266077658858286,0.012049560934953284,,9.870138502645593,7.757978391625799,8.70854805554627,6.638180768199529,2.1121601110197954,-4.418727056642652,17,5.489611120927166,,baseline,242.1630164154968,-0.001604574266821146,5.488006546660345,241.77475944785274
Jilin,2032,,20107.71981596863,2338.9988305001457,6114.989838579422,18.827169249688936,25.543085430572216,71.70453178498013,5515.979909213827,778.9784606556312,,,,,8.596720765212618,0.011808569716254219,,9.908859090757193,7.757478266584116,8.718498386399437,6.657983395495709,2.151380824173077,-4.4389297639601715,17,5.506302761638116,,baseline,246.23903758454873,-0.0017811157740652561,5.504521645864051,245.8008476998159
Jilin,2033,,20901.572594303074,2337.829331084896,6176.139736965217,18.027169249688935,25.043085430572216,72.20453178498013,5557.342347113095,794.5580298687439,,,,,8.940589595821123,0.011572398321929134,,9.947579678868792,7.756978141542434,8.728448717252606,6.677786022791889,2.190601537326358,-4.459132471277691,17,5.522994402349068,,baseline,250.38366521885112,-0.001958653796464205,5.521035748552603,249.89373026550493
Jilin,2034,,21726.766680326164,2336.6604164193536,6237.901134334869,17.227169249688934,24.543085430572216,72.70453178498013,5599.014947720915,810.4491904661188,,,,,9.298213179653969,0.011340950355490551,,9.986300266980392,7.756478016500752,8.738399048105775,6.697588650088068,2.2298222504796397,-4.4793351785952105,17,5.539686043060019,,baseline,254.59805408352355,-0.002149727661162615,5.537536315398857,254.05132547354108
Jilin,2035,,22584.53942886544,2335.492086211144,6300.280145678218,16.427169249688934,24.043085430572216,73.20453178498013,5641.000036840861,826.6581742754412,,,,,9.670141706840127,0.01111413134838074,,10.02502085509199,7.75597789145907,8.748349378958942,6.717391277384248,2.269042963632921,-4.499537885912729,17,5.556377683770971,,baseline,258.8833783803742,-0.002342198509722948,5.554035485261248,258.2777316666309
Liaoning,2024,,31735.729934999996,4184.090999999999,22792.656329363756,30.75419165773549,32.766620242775375,74.95978688346568,6892.709948155258,1156.8979800000002,,,,,7.584856527977045,0.01499840513217735,,10.365198452421382,8.33904475503023,10.034193672242765,7.0534975469878525,2.0261536973911514,-4.199811408054289,18,6.215062984798899,,baseline,500.2274949266022,-0.02533351257443428,6.189729472224465,487.7141481424892
Liaoning,2025,,33339.17768996587,4186.183045499999,23362.472737597847,29.25419165773549,31.566620242775375,75.70978688346568,6960.785669406247,1214.7428790000004,,,,,7.9640993543758976,0.014548452978212029,,10.414488491632465,8.339544630071881,10.058886284833136,7.102287711157285,2.0749438615605835,-4.230270615538998,18,6.233947755516283,,baseline,509.76393984556006,-0.024577999487519264,6.209369756028764,497.3876768982703
Liaoning,2026,,34839.440686014335,4186.183045499999,23782.99724687461,28.25419165773549,30.766620242775375,76.35978688346569,7029.53373924853,1257.2588797650003,,,,,8.322483825322813,0.014184741653756728,,10.458505377049239,8.339544630071881,10.076726202961467,7.136689137874617,2.1189607469773577,-4.255588423523288,18,6.2517406034045635,,baseline,518.9152647218385,-0.02296210080385208,6.228778502600711,507.1356401388234
Liaoning,2027,,36407.21551688498,4186.183045499999,24211.091197318354,27.25419165773549,29.966620242775374,77.0097868834657,7098.96079812043,1301.2629405567752,,,,,8.696995597462339,0.01383012311241281,,10.502522262466012,8.339544630071881,10.094566121089798,7.17109056459195,2.162977632394132,-4.280906231507578,18,6.269533451292841,,baseline,528.230874947559,-0.022929228842258453,6.246604222450583,516.256751652169
Liaoning,2028,,38045.5402151448,4186.183045499999,24646.890838870084,26.25419165773549,29.166620242775373,77.6597868834657,7169.073552044434,1346.8071434762624,,,,,9.088360399348144,0.013484370034602488,,10.546539147882788,8.339544630071881,10.11240603921813,7.205491991309282,2.2069945178109065,-4.306224039491868,18,6.287326299181118,,baseline,537.7137197870537,-0.023319030180573463,6.264007269000545,525.3198257427621
Liaoning,2029,,39757.58952482632,4186.183045499999,25090.534873969747,25.25419165773549,28.366620242775372,78.3097868834657,7239.878773274936,1393.9453934979315,,,,,9.49733661731881,0.013147260783737427,,10.590556033299562,8.339544630071881,10.13024595734646,7.239893418026615,2.2510114032276807,-4.331541847476157,18,6.3051191470694,,baseline,547.3668014500968,-0.023890290409326553,6.281228856660073,534.4450167794282
Liaoning,2030,,41546.6810534435,4186.183045499999,25542.1645017012,24.25419165773549,27.56662024277537,78.95978688346571,7311.383300952374,1442.733482270359,,,,,9.924716765098156,0.01281857926414399,,10.634572918716335,8.339544630071881,10.148085875474791,7.274294844743946,2.295028288644455,-4.356859655460448,18,6.322911994957678,,baseline,557.1931760423763,-0.02451980672776699,6.298392188229911,543.6970444972613
Liaoning,2031,,43186.944021433446,4184.089953977249,25797.586146718215,23.45419165773549,27.06662024277537,79.45978688346571,7383.5940417638285,1471.5881519157663,,,,,10.321705435702082,0.01256220767886111,,10.673293506827935,8.339044505030198,10.15803620632796,7.294097472040127,2.3342490017977364,-4.377062362777967,18,6.339603635668629,,baseline,566.5716980579073,-0.025176305323839188,6.31442733034479,552.4855782546939
Liaoning,2032,,44891.96457139964,4181.997909000261,26055.562008185396,22.65419165773549,26.56662024277537,79.95978688346571,7456.517970610146,1501.0199149540815,,,,,10.734573653130166,0.012310963525283887,,10.712014094939533,8.338544379988516,10.167986537181127,7.313900099336306,2.3734697149510176,-4.397265070095487,18,6.35629527637958,,baseline,576.1080767719363,-0.025621803477406502,6.330673472902173,561.5346449021059
Liaoning,2033,,46664.29933267851,4179.906910045761,26316.11762826725,21.854191657735488,26.06662024277537,80.45978688346571,7530.162131279652,1531.0403132531633,,,,,11.163956599255373,0.01206474425477821,,10.750734683051133,8.338044254946833,10.177936868034296,7.3337027266324855,2.4126904281042987,-4.417467777413006,18,6.372986917090531,,baseline,585.8049691849186,-0.026045817881822586,6.346941099208708,570.744186255277
Liaoning,2034,,48506.60587033266,4177.816956590738,26579.278804549922,21.054191657735487,25.56662024277537,80.95978688346571,7604.533637128516,1561.6611195182265,,,,,11.610514863225589,0.011823449369682645,,10.789455271162732,8.337544129905151,10.187887198887463,7.353505353928665,2.4519111412575803,-4.437670484730526,18,6.389678557801485,,baseline,595.6650770192103,-0.02652631513774395,6.363152242663741,580.0720051607364
Liaoning,2035,,50421.6466700934,4175.7280481124435,26845.07159259542,20.254191657735486,25.06662024277537,81.45978688346571,7679.639671767835,1592.894341908591,,,,,12.074935457754613,0.011586980382288992,,10.828175859274332,8.33704400486347,10.197837529740632,7.373307981224845,2.4911318544108614,-4.457873192048045,18,6.406370198512435,,baseline,605.6911474718077,-0.027015307918190956,6.379354890594244,589.5472624731199
Ningxia,2024,,5583.540375,729.3644999999999,6126.601718056553,49.489645950687205,39.78455192229601,70.01882793420226,1746.8510225169146,220.87989,,,,,7.655349794238683,0.04675016745061141,,8.62757832998713,6.592173607050309,8.720395506215283,5.397619069613807,2.035404722936822,-3.0629374414225956,19,5.5118589640983,,baseline,247.61099945038794,0.028999071568250656,5.540858035666551,254.89661604257645
Ningxia,2025,,5865.648752446874,729.7291822499999,6279.766761007966,47.989645950687205,38.58455192229601,70.76882793420226,1768.466238695097,231.92388449999999,,,,,8.038117283950617,0.045347662427093066,,8.676868369198214,6.59267348209196,8.745088118805654,5.446409233783239,2.0841948871062543,-3.093396648907304,19,5.530743734815681,,baseline,252.33150898162202,0.027727413922548294,5.55847114873823,259.42590935026755
