province,year,CO2,GDP,Population,Energy,CoalTCE,OilTCE,GasTCE,NonFossilTCE,CoalShare,OilShare,GasShare,NonFossilShare,Industry,Urbanization,A,B,C,EnergyIntensity,CO2_source,pGDP,CarbonIntensity,log_CO2,log_GDP,log_Population,log_Energy,log_pGDP,log_CarbonIntensity,province_id,stirpat_log_pred,residual,true_energy,true_co2,stirpat_energy_pred,observed_co2_per_energy,stirpat_co2_pred,hybrid_residual_pred,hybrid_energy_pred,hybrid_co2_pred
Jilin,2021,201.078,13235.5,2375.0,5748.04994158817,1783.900806,1365.8495793276547,460.7527842605156,2137.546772,31.03488703348172,23.76196437413476,8.01581038687376,37.18733820550977,36.0264,63.36,5.572842105263158,0.4342903510700895,0.034981950756058,0.4342903510700895,MEIC_1990_2023,5.572842105263158,0.015192323674965,5.303692892484876,9.49065789256491,7.772752716468742,8.656615935676857,1.7179051760961688,-4.1869650000800345,17,8.824991959169035,-0.1683760234921774,5748.04994158817,201.078,6802.135997839621,0.034981950756058096,237.95198651243572,-0.13745634257793427,5928.553995203689,207.39238391484693
Jilin,2022,189.73,13070.2,2348.0,5292.6363134,1591.777187,1031.4410680000003,454.7269999999999,2214.6910584,30.07531771963827,19.4882286808292,8.591691797313056,41.84476180221947,35.4,63.72,5.566524701873935,0.404939198589157,0.0358479194044823,0.404939198589157,MEIC_1990_2023,5.566524701873935,0.0145162277547397,5.245602008876042,9.478090108720012,7.761319180947987,8.574071758633883,1.7167709277720244,-4.23248809984397,17,8.798362947163415,-0.2242911885295324,5292.6363134,189.73,6623.392283154372,0.035847919404482384,237.4348327507885,-0.13001365959644318,5815.891057764972,208.48759390400852
Jilin,2023,200.685,13531.2,2339.0,5218.748540167293,1483.542480229027,1111.2855710096574,543.2193483283212,2210.079664083348,28.427169249688937,21.29410073040296,10.408996412594114,42.34884373280229,32.94308543073295,65.95453178504137,5.785036340316375,0.3856826105716635,0.0384546215352937,0.3856826105716635,MEIC_1990_2023,5.785036340316375,0.0148312788222774,5.301736514593692,9.512753409027958,7.757478766584179,8.560012908870704,1.7552746424437788,-4.211016894434265,17,8.788124321468114,-0.2281114125974106,5218.748540167293,200.685,6555.923830240892,0.03845462153529375,252.1055697061269,-0.17357172071933746,5511.282318487082,211.934275731577
Liaoning,1990,162.649,1062.7,3967.0,2530.998648790768,1444.061705910209,218.0572155091725,290.12405343541525,834.3482206935321,57.05501686459361,8.615461553618509,11.46282925018658,32.96517843232187,37.08687614459245,38.69785135625064,0.2678850516763297,2.3816680613444694,0.0642627763067786,2.38166806134447,MEIC_1990_2023,0.2678850516763297,0.1530526018631786,5.091594504729541,6.968568118378649,8.28576542051433,7.836369226681199,-1.3171973021356806,-1.8769736136491084,18,7.893321034834965,-0.0569518081537658,2530.998648790768,162.649,2679.3273008048573,0.0642627763067786,172.18101098426743,,,
Liaoning,1991,167.688,1200.1,3990.0,2828.214537187564,1598.2399088890286,271.18947800124266,277.34436658351655,900.4702320945872,56.51056127016277,9.588716642087526,9.80634117167482,31.83882340800192,38.84135819832497,39.99656995116708,0.3007769423558897,2.3566490602346173,0.0592911173445676,2.3566490602346173,MEIC_1990_2023,0.3007769423558897,0.1397283559703358,5.122105109918259,7.090160165637395,8.29154650988391,7.9474008859451715,-1.2013863442465136,-1.9680550557191363,18,7.997454872320837,-0.0500539863756657,2828.214537187564,167.688,2973.380715011134,0.05929111734456766,176.29506488379963,,,
Liaoning,1992,179.578,1473.0,4016.0,3151.4213317821814,1763.2456196646867,334.62163069306627,266.08184562767616,970.4822681994616,55.95080549472393,10.61811784157189,8.443232992816052,30.79506565536376,40.50674951285577,41.296691764257176,0.3667828685258964,2.1394577948283646,0.0569831771426277,2.1394577948283646,MEIC_1990_2023,0.3667828685258964,0.1219131025118805,5.190609653932972,7.29505641646263,8.298041661371565,8.05560884649094,-1.002985244908935,-2.104446762529658,18,8.094126317474249,-0.038517470983308,3151.4213317821814,179.578,3275.1741344303073,0.05698317714262778,186.62982787519482,,,
Liaoning,1993,202.697,2010.8,4042.0,3501.6624076247795,1939.072562224777,409.6622255114256,256.37810164401697,1044.5891382789457,55.37577117664161,11.699078261210923,7.321611046392144,29.83123490158217,42.07445477614475,42.59614274629956,0.4974764967837703,1.7414274953375668,0.0578859342804242,1.7414274953375668,MEIC_1990_2023,0.4974764967837703,0.1008041575492341,5.311712253151095,7.60628793181842,8.304494897963567,8.160993108320326,-0.6982069661451462,-2.294575678667326,18,8.203582154989547,-0.0425890466692209,3501.6624076247795,202.697,3654.016143596191,0.05788593428042421,211.5161383478182,-0.022988365963101387,3570.974436845161,206.70919156829385
Liaoning,1994,208.601,2461.78,4067.0,3879.857369224241,2125.599248845724,497.6291887210353,248.23404739992023,1123.0081731120858,54.78549973786092,12.825966043708815,6.39801992127235,28.944573633556686,43.53745481996975,43.89288610855221,0.6053061224489796,1.5760374075767294,0.0537651207631142,1.5760374075767294,MEIC_1990_2023,0.6053061224489796,0.0847358415455483,5.340423336419036,7.808639944506384,8.310660905907225,8.263553671432419,-0.5020209614008405,-2.4682166080873484,18,8.313494323374341,-0.0499406519419221,3879.857369224241,208.601,4078.5398497242477,0.05376512076311423,219.28318755759796,-0.01843901537358761,4004.0246950089854,215.27687126564973
Liaoning,1995,202.371,2793.4,4092.0,4286.777378562359,2322.578294334513,599.8138467210557,241.6294448185659,1205.969281412872,54.18005390131614,13.992185591923905,5.636622186795253,28.132304874140985,44.89017998012004,45.18493438189443,0.6826490713587487,1.5346092140625616,0.0472081897725858,1.5346092140625616,MEIC_1990_2023,0.6826490713587487,0.0724461230042242,5.310102646515249,7.935014770871671,8.316789127071518,8.363290535826309,-0.3817743561998462,-2.6249121243564217,18,8.410069955288147,-0.0467794194618385,4286.777378562359,202.371,4492.074744940577,0.04720818977258586,212.062717031795,-0.01630495674908161,4419.425541059462,208.63307962814804
Liaoning,1996,197.458,3157.69,4116.0,4723.019985925444,2529.6267969988435,717.4404754540188,236.536899004055,1293.7149366916303,53.55951921730394,15.190290906919406,5.008170613483169,27.39168880391972,48.7,46.47036060280106,0.7671744412050535,1.4957199680543192,0.0418075723982585,1.4957199680543196,MEIC_1990_2023,0.7671744412050535,0.0625324208519519,5.285525903498361,8.057596026602692,8.32263709695394,8.460203701503815,-0.2650410703512476,-2.7720701231043314,18,8.537453111710814,-0.0772494102069991,4723.019985925444,197.458,5102.332727621178,0.04180757239825853,213.3161449100263,-0.014253431931138039,5030.122817429424,210.29722386181282
