province,year,CO2,GDP,Population,Energy,CoalTCE,OilTCE,GasTCE,NonFossilTCE,CoalShare,OilShare,GasShare,NonFossilShare,Industry,Urbanization,A,B,C,EnergyIntensity,CO2_source
Anhui,2009,294.387,10062.82,6131.0,6322.435900866413,3908.9253392215132,867.734454249633,122.06589836630924,1423.71020902896,61.826254951605634,13.724685672664874,1.9306783062771993,22.518381069452328,48.7,42.1,1.6413015821236339,0.62829663065288,0.04656227514456222,0.62829663065288,MEIC_1990_2023
Anhui,2010,304.789,12359.33,5957.0,6914.118055930797,4304.218094745543,969.7792400292896,159.2245492559651,1480.8961719000001,62.252597654931094,14.026072916088431,2.302890230799362,21.41843919818112,52.1,43.01,2.074757428235689,0.5594249895367142,0.04408212262713071,0.5594249895367142,MEIC_1990_2023
Anhui,2011,336.103,15300.65,5972.0,7631.4532070000005,4601.579889,1068.2873459999996,266.399,1695.186972,60.297557544861455,13.998478625540233,3.49080303284365,22.213160796754654,54.3,44.8,2.5620646349631615,0.49876660187639094,0.0440418084057316,0.49876660187639094,MEIC_1990_2023
Anhui,2012,355.647,17212.05,5978.0,8272.299375350996,4612.498342468066,1483.7437499442906,329.973,1846.0842829386406,55.75835850684933,17.936291744534874,3.988890936215654,22.316458812400157,54.64101,46.3,2.8792321846771496,0.48061093102512464,0.04299252044234796,0.48061093102512464,MEIC_1990_2023
Anhui,2013,378.064,19229.34,5988.0,9000.4401608,4780.705437000001,1764.9817409999998,366.5480000000001,2088.2049828000004,53.116351551578674,19.609949174342603,4.0725563800361915,23.20114289404254,54.6,47.87,3.211312625250501,0.46805767440796203,0.04200505678006707,0.46805767440796203,MEIC_1990_2023
Anhui,2014,387.196,20848.75,5997.0,9361.357453321274,4831.540540026838,1949.0478538491536,455.09229234528044,2125.6767671,51.61153779372752,20.82014134774503,4.861392107015637,22.706928751511786,53.1,49.31,3.476529931632483,0.44901288822213675,0.041361095538834325,0.44901288822213675,MEIC_1990_2023
Anhui,2015,391.322,22005.63,6011.0,9671.2510384,4928.329058000001,2072.97746,459.38199999999995,2210.5625204,50.95854753880257,21.434429235361375,4.749974932674269,22.857048293161796,49.74558,50.97,3.6608933621693565,0.4394898504791728,0.04046239710315077,0.4394898504791728,MEIC_1990_2023
Anhui,2016,397.538,24407.62,6033.0,9888.61167494903,4863.122505958765,2136.761366990263,487.5780000000001,2401.1498019999995,49.17902194782901,21.608304959566297,4.930702266681063,24.28197082592361,48.43396,52.62,4.0456853969832585,0.4051444456669282,0.04020159887632043,0.4051444456669282,MEIC_1990_2023
Anhui,2017,403.674,27018.0,6057.0,10027.127292406227,4552.195748788597,2347.19961361763,558.2409,2569.49103,45.39880282796528,23.408495226695862,5.567306405123316,25.625395540215536,47.5175,54.29,4.460624071322437,0.3711276664596279,0.040258190429646935,0.3711276664596279,MEIC_1990_2023
Anhui,2018,416.356,30006.82,6076.0,10093.055946200002,4242.339791,2275.3471620000005,674.576,2900.7929931999997,42.03226271223856,22.543689187184782,6.683565449312459,28.740482651264188,46.13,55.65,4.938581303489138,0.33635873265477656,0.04125172814054959,0.33635873265477656,MEIC_1990_2023
Anhui,2019,423.432,37113.98,6092.0,10369.9460772,4221.822821999999,2321.111458,763.952,3063.0597972000014,40.71210004922165,22.38306198238907,7.366981412561746,29.537856555827542,41.3,57.02,6.0922488509520685,0.2794080849642102,0.04083261348204921,0.2794080849642102,MEIC_1990_2023
Anhui,2020,426.988,38680.63,6105.0,11227.279091200002,4705.817904999999,2308.4441570000004,854.7910000000002,3358.2260291999996,41.91414381680814,20.5610294199364,7.613518761371041,29.911308001884397,40.5,58.33,6.3358935298935295,0.29025584875944377,0.03803129828086979,0.29025584875944377,MEIC_1990_2023
Anhui,2021,443.233,42959.2,6113.0,11396.152797554843,4539.052789998649,2460.5113269499534,767.8090000000002,3628.779680606238,39.829694025974696,21.590718996658946,6.7374403769379185,31.84214660042842,40.99983,59.39,7.027515131686569,0.26527851537167463,0.038893213163577446,0.26527851537167463,MEIC_1990_2023
Anhui,2022,460.193,45045.0,6127.0,11777.0602216,4341.887641,2251.930043,1002.288,4180.9545376000015,36.86732987096947,19.121325701211862,8.510510952145168,35.5008334756735,41.3,60.15,7.351885098743267,0.2614509983705184,0.039075371216661686,0.2614509983705184,MEIC_1990_2023
Anhui,2023,477.603,47050.6,6121.0,12913.353910410286,4369.15225499439,3117.8679872190273,598.0662853092001,4294.601617960489,33.83437242800366,24.14452518571115,4.631378412288851,33.25705814117225,41.423177410221285,62.931518871389386,7.686750530958993,0.2744567319101199,0.03698520177743859,0.2744567319101199,MEIC_1990_2023
Beijing,1990,47.313,500.82,1086.0,1492.771066960091,410.81067553729974,174.3437857079533,1.588721133394961,461.0494831906428,27.520005219144746,11.679204505416257,0.10642764778595719,30.885478248820377,54.64697234858665,72.28853615172075,0.4611602209944751,2.980653861587179,0.0316947461316685,2.980653861587179,MEIC_1990_2023
Beijing,1991,49.215,598.89,1094.0,1645.145408919837,506.8886326318373,216.10031183411786,2.584608885695448,489.1585444953109,30.811175102427462,13.135635954271308,0.15710519396534317,29.733453459076337,52.751291824480916,73.42505763661455,0.5474314442413163,2.746990948120418,0.02991528878429864,2.746990948120418,MEIC_1990_2023
Beijing,1992,52.412,709.1,1102.0,1806.1037910931072,611.9457004999699,265.03677963073255,4.12487537010656,518.4957111185927,33.88208936373487,14.674504363358015,0.22838528939746391,28.707968704544037,50.876449377142904,74.49884014084927,0.6434664246823957,2.5470367946595784,0.02901937322676163,2.5470367946595784,MEIC_1990_2023
Beijing,1993,60.516,886.21,1112.0,1975.1880624461824,723.9478857736847,321.6539803999949,6.457530070411092,549.1676590257825,36.65209908554771,16.28472683262579,0.3269324168764836,27.80330994637862,49.02794076163616,75.51200614863623,0.796951438848921,2.228803627183379,0.030638095253093838,2.228803627183379,MEIC_1990_2023
Beijing,1994,62.065,1084.03,1125.0,2151.798168948586,840.4796286225813,386.3186060925716,9.915762268353982,581.2873715261649,39.05940811508625,17.953291887098082,0.4608128406949539,27.01402854200746,47.21080960402369,76.46678774680223,0.9635822222222222,1.9849987260025885,0.028843318530346305,1.9849987260025885,MEIC_1990_2023
