province,year,CO2,GDP,Population,Energy,CoalTCE,OilTCE,GasTCE,NonFossilTCE,CoalShare,OilShare,GasShare,NonFossilShare,Industry,Urbanization,HighwayMileage,PrivateCars,A,B,C,EnergyIntensity,CO2_source
Anhui,1990,62.208,658.0,5675.0,2027.254252018596,1686.4581610003015,183.96866805156932,6.583407164862174e-06,156.69435546719947,83.1892772858188,9.074770363331902,3.247450169758867e-07,7.729388423340306,33.97941308839634,17.94,1600.0,15.3655,0.1159471365638766,3.0809335137060727,0.0306858401890427,3.0809335137060727,MEIC_1990_2023
